source_object_id,permit_number,date_of_permit_issuance,estimated_project_value,work_type,primary_work_scope,permit_status,community,district,net_new_units,number_of_storeys,type_of_structure,latitude,longitude
5405,BPRES-2021-14038,,8800,New Building,New Building,Withdrawn,HUBLEY,District 13,0,1,Accessory Structure,44.67995270921027,-63.82334443477952
5406,BPRES-2021-14068,2021-09-17,35000,New Building,New Building,Completed,HEAD OF ST MARGARETS BAY,District 13,0,1,Accessory Structure,44.66704412037583,-63.913916860231296
5407,BPRES-2021-14127,2021-10-04,10000,New Building,New Building,Expired (Closed),HALIFAX,District 09,0,1,Accessory Structure,44.641577600902856,-63.633262403768434
5408,BPRES-2021-14147,2021-09-17,75000,New Building,New Building,Completed,BROOKSIDE,District 13,0,1,Accessory Structure,44.55518372307529,-63.713704251363076
5409,BPRES-2021-14209,2022-09-21,480000,New Building,New Building,Completed,SPRY BAY,District 02,1,2,Dwelling - Seasonal,44.842131497215846,-62.606754763537865
5410,BPRES-2021-14225,2021-09-20,135000,New Building,New Building,Completed,DARTMOUTH,District 06,1,2,Dwelling - Single Detached,44.69787613392221,-63.53565046796012
5411,BPRES-2021-14277,2021-10-15,450000,New Building,New Building,Completed,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.75099829004655,-63.33602143878667
5412,BPRES-2021-14290,2021-10-18,350000,New Building,New Building,Completed,EAST PRESTON,District 04,1,1,Dwelling - Single Detached,44.717575847243054,-63.39844275290701
5413,BPRES-2021-14319,2021-09-28,400000,New Building,New Building,Expired (Closed),HAMMONDS PLAINS,District 14,1,2,Dwelling - Single Detached,44.717230229441924,-63.77082935204098
5414,BPRES-2021-14327,2021-09-10,500000,New Building,New Building,Completed,TANTALLON,District 13,1,2,Dwelling - Single Detached,44.656965980488465,-63.91680796777363
5415,BPRES-2021-14347,2022-01-06,40000,Addition,Addition,Expired,HALIFAX,District 08,0,3,Dwelling - Townhouse,44.66590175506639,-63.604811724080626
5416,BPRES-2021-14360,2021-10-26,255000,New Building,New Building,Completed,BEAVER BANK,District 15,2,1,Dwelling - Multiple Units,44.84849271176706,-63.682391894708715
5417,BPRES-2021-14380,2021-09-21,125000,New Building,New Building,Completed,BROOKSIDE,District 13,1,1,Dwelling - Single Detached,44.554523938496324,-63.722043755647015
5418,BPRES-2021-14458,,180000,New Building,New Building,Applicant Revisions,UPPER TANTALLON,District 13,1,1,Dwelling - Backyard Suite,44.68519645682373,-63.88378590199719
5419,BPRES-2021-14481,2021-11-05,100000,Addition,Addition,Completed,HALIFAX,District 08,1,1,Dwelling - Backyard Suite,44.65353979737765,-63.59569068349983
5420,BPRES-2021-14509,2021-10-19,125000,Addition,Addition,Completed,DARTMOUTH,District 05,1,2,Dwelling - Semi-Detached,44.682036177707005,-63.56721404448336
5421,BPRES-2021-14539,2021-10-07,750000,New Building,New Building,Cancelled,MINEVILLE,District 02,1,1,Dwelling - Single Detached,44.701517143823864,-63.37557679821417
5422,BPRES-2021-14569,,10000,New Building,New Building,Withdrawn,,District 10,2,3,Dwelling - Semi-Detached,,
5423,BPRES-2021-14601,,,Addition,Addition,Withdrawn,HALIFAX,District 08,1,1,Dwelling - Multiple Units,44.67271414966477,-63.61287378230416
5424,BPRES-2021-14639,2021-09-23,450000,New Building,New Building,Completed,LUCASVILLE,District 14,1,2,Dwelling - Single Detached,44.76933039962371,-63.71118205618354
5425,BPRES-2021-14696,2021-12-02,25000,New Building,New Building,Completed,TIMBERLEA,District 12,0,1,Accessory Structure,44.65417128188534,-63.731347482128314
5426,BPRES-2021-14710,2022-01-13,2430000,New Building,New Building,Completed,HALIFAX,District 07,1,2,Dwelling - Single Detached,44.62411772877162,-63.57634142848112
5427,BPRES-2021-14786,2021-09-21,15000,Renovation,Renovation,Expired (Closed),HALIFAX,District 08,0,1,Dwelling - Single Detached,44.66375871506617,-63.60812588985312
5428,BPRES-2021-14826,2021-10-04,25000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,1,2,Dwelling - Backyard Suite,44.7872595803752,-63.75551983610268
5429,BPRES-2021-14913,2021-09-28,45500,Renovation,Renovation,Expired,DARTMOUTH,District 03,0,2,Dwelling - Single Detached,44.661501535376125,-63.517714957047694
5430,BPRES-2021-14940,2021-11-22,404430,New Building,New Building,Completed,COW BAY,District 03,1,2,Dwelling - Single Detached,44.63231944943276,-63.432458239797356
5431,BPRES-2021-14975,2021-11-19,23000,New Building,New Building,Expired (Closed),LAKEVIEW,District 01,0,1,Accessory Structure,44.77109160436079,-63.62888557791362
5432,BPRES-2021-14986,2021-11-01,15000,Renovation,Renovation,Completed,HALIFAX,District 11,1,1,Dwelling - Backyard Suite,44.602257287179,-63.608281536526185
5433,BPRES-2021-15068,2022-03-07,880000,New Building,New Building,Completed,PORTERS LAKE,District 02,1,2,Dwelling - Single Detached,44.75521109738026,-63.303555646697546
5434,BPRES-2021-15097,2022-01-05,550000,Renovation,Renovation,Completed,FALL RIVER,District 01,0,2,Dwelling - Single Detached,44.834598813403844,-63.651782369438415
5435,BPRES-2021-15128,2021-09-28,48162,Renovation,Renovation,Expired (Closed),COLE HARBOUR,District 04,0,2,Dwelling - Single Detached,44.66230914556446,-63.478666969418725
5436,BPRES-2021-15176,2022-12-05,40000,New Building,New Building,Issued,SEABRIGHT,District 13,1,1,Dwelling - Backyard Suite,44.61454500104753,-63.91897372597194
5437,BPRES-2021-15211,2021-09-21,600000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,1,2,Dwelling - Single Detached,44.763566219673514,-63.76392042355118
5438,BPRES-2021-15233,2021-10-06,5000,New Building,New Building,Completed,WINDSOR JUNCTION,District 01,0,1,Accessory Structure,44.80391712982889,-63.65776285607823
5439,BPRES-2021-15261,2021-10-06,654000,New Building,New Building,Completed,EAST CHEZZETCOOK,District 02,1,2,Dwelling - Single Detached,44.722475500158666,-63.2389830635136
5440,BPRES-2021-15324,2021-12-15,385500,Addition,Addition,Amendment Applicant Revisions,EAST PETPESWICK,District 02,1,2,Dwelling - Single Detached,44.68942328594043,-63.14505822377617
5441,BPRES-2021-15377,2021-10-04,580000,New Building,New Building,Completed,BEAVER BANK,District 15,1,1,Dwelling - Single Detached,44.81623375078297,-63.699017186962685
5442,BPRES-2021-15445,2021-10-04,20000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.78969187338053,-63.761781947209535
5443,BPRES-2021-15477,2021-10-07,150000,Addition,Addition,Expired,DARTMOUTH,District 05,0,2,Dwelling - Single Detached,44.671719088885816,-63.56944297524621
5444,BPRES-2021-15498,2021-11-16,480000,New Building,New Building,Completed,HUBLEY,District 13,1,1,Dwelling - Single Detached,44.658160177436045,-63.79577416247359
5445,BPRES-2021-15541,2021-10-06,173129,Renovation,Renovation,Expired,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.651733383901274,-63.60872495634247
5446,BPRES-2021-15593,2021-12-02,250000,New Building,New Building,Completed,ENFIELD,District 01,2,1,Dwelling - Multiple Units,44.942223381456095,-63.52335779839017
5447,BPRES-2021-15598,2021-11-29,100000,Addition,Addition,Completed,LAKE ECHO,District 02,0,2,Dwelling - Single Detached,44.73361696012471,-63.39875624929788
5448,BPRES-2021-15641,2021-11-25,50000,New Building,New Building,Completed,LAWRENCETOWN,District 02,0,1,Accessory Structure,44.65077402002116,-63.410838940059186
5449,BPRES-2021-15654,2022-10-21,13315,New Building,New Building,Completed,MEAGHERS GRANT,District 01,0,1,Accessory Structure,44.9326190210107,-63.239304786860416
5450,BPRES-2021-15684,2021-10-06,104000,New Building,New Building,Completed,HATCHET LAKE,District 13,1,2,Dwelling - Single Detached,44.56386299811498,-63.712881248227546
5451,BPRES-2021-15706,2021-10-06,34000,New Building,New Building,Completed,HEAD OF JEDDORE,District 02,0,1,Accessory Structure,44.74756529945188,-63.045156335732315
5452,BPRES-2021-15753,2021-10-06,53700,New Building,New Building,Expired,HAMMONDS PLAINS,District 14,0,1,Accessory Structure,44.69865527728742,-63.724789723149506
5453,BPRES-2021-15782,2022-10-07,32587,Renovation,Renovation,Expired,HALIFAX,District 11,0,2,Dwelling - Single Detached,44.61863381137585,-63.61060203331256
5454,BPRES-2021-15824,2022-06-30,300000,New Building,New Building,Completed,WEST PENNANT,District 11,1,1,Dwelling - Single Detached,44.475980807977,-63.631245039472795
5455,BPRES-2021-15833,2022-01-28,1500000,New Building,New Building,Completed,DARTMOUTH,District 05,7,3,Dwelling - Townhouse,44.683214928369416,-63.593543626540395
5456,BPRES-2021-15861,2021-12-30,900000,Addition,Addition,Expired,BEDFORD,District 16,0,2,Dwelling - Single Detached,44.72586290544538,-63.65829183836104
5457,BPRES-2021-15892,2021-10-07,3000,Renovation,Renovation,Completed,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.645611617435584,-63.607437040971824
5458,BPRES-2021-15959,2021-10-06,28000,New Building,New Building,Completed,HEAD OF CHEZZETCOOK,District 02,0,1,Accessory Structure,44.744255146087205,-63.266790160233356
5459,BPRES-2021-16043,2021-10-14,50000,Renovation,Renovation,Expired (Closed),DARTMOUTH,District 06,0,1,Dwelling - Single Detached,44.72447503831382,-63.53745002757201
5460,BPRES-2021-16072,2022-02-10,600000,Addition,Addition,Issued,HALIFAX,District 09,2,2,Dwelling - Multiple Units,44.64506679572688,-63.59242993447007
5461,BPRES-2021-16141,2021-10-13,331000,New Building,New Building,Completed,UPPER SACKVILLE,District 14,1,2,Dwelling - Single Detached,44.808054921956916,-63.75846783547199
5462,BPRES-2021-16160,2021-12-08,200000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.72038559953966,-63.71721405957668
5463,BPRES-2021-16227,2021-11-25,120000,Addition,Addition,Expired,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.637617940787614,-63.62407315876405
5464,BPRES-2021-16249,2021-10-07,750000,New Building,New Building,Completed,,District 01,1,2,Dwelling - Single Detached,44.871296060518794,-63.62471052789903
5465,BPRES-2021-16282,2021-11-02,195000,New Building,New Building,Completed,BOUTILIERS POINT,District 13,1,1,Dwelling - Single Detached,44.6720828203407,-63.92880022567285
5466,BPRES-2021-16298,2021-10-27,675000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70540819320162,-63.7170547681432
5467,BPRES-2021-16348,2021-10-27,50000,Renovation,Renovation,Expired,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.638527767282795,-63.628662838807166
5468,BPRES-2021-16397,2021-11-15,144500,Addition,Addition,Completed,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.64554781831176,-63.60428440831609
5469,BPRES-2021-16412,2021-10-19,165000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Semi-Detached,44.60205530698282,-63.613619008279095
5470,BPRES-2021-16419,2021-10-19,325000,New Building,New Building,Completed,UPPER SACKVILLE,District 14,1,2,Dwelling - Single Detached,44.818204146722024,-63.763679299833555
5471,BPRES-2021-16461,2021-11-29,700000,New Building,New Building,Expired,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70105222470323,-63.714126701222355
5472,BPRES-2021-16484,2021-10-25,130000,New Building,New Building,Expired (Closed),SHAD BAY,District 13,0,1,Accessory Structure,44.51979417053712,-63.792987554295664
5473,BPRES-2021-16493,2021-10-19,35000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.789710849634915,-63.75321120074235
5474,BPRES-2021-16525,2022-03-10,390000,New Building,New Building,Issued,DARTMOUTH,District 06,2,1,Dwelling - Semi-Detached,44.68912716085117,-63.526285657437214
5475,BPRES-2021-16562,,10000,New Building,New Building,Withdrawn,SEAFORTH,District 02,1,1,Dwelling - Seasonal,44.660830725334236,-63.27747896340147
5476,BPRES-2021-16609,2022-03-17,280000,New Building,New Building,Completed,GLEN HAVEN,District 13,1,1,Dwelling - Single Detached,44.63881059682286,-63.91099446471637
5477,BPRES-2021-16659,2021-11-25,326841,New Building,New Building,Completed,OSTREA LAKE,District 02,1,1,Dwelling - Single Detached,44.77267259941479,-63.10173481318272
5478,BPRES-2021-16669,2021-10-27,30000,Renovation,Renovation,Completed,HALIFAX,District 08,0,3,Dwelling - Townhouse,44.658992539287254,-63.61223515007856
5479,BPRES-2021-16684,2022-05-03,480000,New Building,New Building,Completed,HALIFAX,District 09,2,2,Dwelling - Multiple Units,44.655387363815024,-63.61802048629684
5480,BPRES-2021-16709,2022-02-03,40000,Renovation,Renovation,Completed,DARTMOUTH,District 03,1,1,Dwelling - Multiple Units,44.66397828715163,-63.552344643379556
5481,BPRES-2021-16758,2021-10-18,30000,New Building,New Building,Expired (Closed),HEAD OF ST MARGARETS BAY,District 13,0,1,Accessory Structure,44.693063048166145,-63.89503764316833
5482,BPRES-2021-16838,2022-02-24,488780,New Building,New Building,Issued,DARTMOUTH,District 03,3,3,Dwelling - Multiple Units,44.64786206417876,-63.53929735548338
5483,BPRES-2021-16870,2021-11-01,250000,Addition,Addition,Issued,DARTMOUTH,District 05,0,2,Dwelling - Single Detached,44.67689229050892,-63.581020191169316
5484,BPRES-2021-16902,2021-11-25,375700,New Building,New Building,Completed,WILLIAMSWOOD,District 11,1,1,Dwelling - Single Detached,44.4858282399982,-63.609720201397366
5485,BPRES-2021-16922,2021-11-01,810000,New Building,New Building,Completed,FALL RIVER,District 01,1,1,Dwelling - Single Detached,44.8247189131791,-63.63957000977849
5486,BPRES-2021-16985,,55000,New Building,New Building,Cancelled,TIMBERLEA,District 12,0,1,Accessory Structure,44.668606044168186,-63.769969954855256
5487,BPRES-2021-17003,2021-11-19,395189,New Building,New Building,Completed,BEAVER BANK,District 15,1,1,Dwelling - Single Detached,44.82628672557497,-63.67925018252164
5488,BPRES-2021-17018,2021-12-22,25000,Addition,Addition,Completed,DARTMOUTH,District 05,0,1,Dwelling - Single Detached,44.66873590237262,-63.580808523443174
5489,BPRES-2021-17033,2021-10-22,675000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70369184392543,-63.715232420982865
5490,BPRES-2021-17045,2021-11-03,675000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70424340064247,-63.71624796064985
5491,BPRES-2021-17065,2021-11-16,600000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.7043103482729,-63.71634682451044
5492,BPRES-2021-17090,2021-11-09,30000,New Building,New Building,Expired,PROSPECT BAY,District 13,0,1,Accessory Structure,44.50192848424718,-63.79325066528357
5493,BPRES-2021-17136,,150000,Renovation,Renovation,Applicant Revisions,HALIFAX,District 08,0,2,Dwelling - Semi-Detached,44.65386451042763,-63.58801443371233
5494,BPRES-2021-17150,2021-12-29,37000,Addition,Addition,Completed,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.65139676361369,-63.62502196780526
5495,BPRES-2021-17155,2021-11-03,136000,Renovation,Renovation,Withdrawn,DARTMOUTH,District 06,0,2,Dwelling - Single Detached,44.67088054418292,-63.54481563660557
5496,BPRES-2021-17179,2022-01-26,39000,Renovation,Renovation,Expired,HALIFAX,District 10,1,2,Dwelling - Single Detached,44.65838897483808,-63.631194074123194
5497,BPRES-2021-17200,2021-11-03,450000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70400216272779,-63.71824962978887
5498,BPRES-2021-17212,2021-11-08,450000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70425461928077,-63.71785900045552
5499,BPRES-2021-17225,2021-11-04,400000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70471807363475,-63.71612888055852
5500,BPRES-2021-17238,2021-11-08,400000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70450692862214,-63.71570132470324
5501,BPRES-2021-17248,2021-11-08,400000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70435127274489,-63.71537338519267
5502,BPRES-2021-17257,2021-11-08,400000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70418100135072,-63.715026201119215
5503,BPRES-2021-17270,2021-11-04,475000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70387090146447,-63.717590977252144
5504,BPRES-2021-17282,2021-11-16,425000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70338363021683,-63.717942272819506
5505,BPRES-2021-17301,2021-10-26,20000,New Building,New Building,Completed,COW BAY,District 03,0,1,Accessory Structure,44.61434075992348,-63.42416926364967
5506,BPRES-2021-17330,2021-11-30,39000,New Building,New Building,Expired (Closed),DARTMOUTH,District 03,0,1,Accessory Structure,44.663461410372214,-63.55079047946094
5507,BPRES-2021-17355,2021-11-25,363000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.732912061583555,-63.661368307279005
5508,BPRES-2021-17398,2021-11-22,40000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.779313604708186,-63.75039264282691
5509,BPRES-2021-17429,2021-11-02,89000,Renovation,Renovation,Expired,TIMBERLEA,District 12,0,2,Dwelling - Single Detached,44.64102766909847,-63.706316497067945
5510,BPRES-2021-17447,2021-11-25,93400,Addition,Addition,Completed,HALIFAX,District 08,0,2,Dwelling - Single Detached,44.65406856482595,-63.600890999776034
5511,BPRES-2021-17461,,29000,Renovation,Renovation,Withdrawn,BEDFORD,District 16,2,2,Dwelling - Multiple Units,44.72092426154271,-63.67213769578112
5512,BPRES-2021-17545,2021-12-15,229000,Renovation,Renovation,Expired,HALIFAX,District 07,0,2,Dwelling - Single Detached,44.63961827613562,-63.599133861781944
5513,BPRES-2021-17564,2022-05-17,75000,Renovation,Renovation,Completed,HALIFAX,District 09,0,3,Dwelling - Single Detached,44.65417837305178,-63.60536019345325
5514,BPRES-2021-17607,2021-11-29,450000,New Building,New Building,Completed,,District 03,3,1,Dwelling - Townhouse,44.60790070322148,-63.489824937129114
