objectid,area_name,designation,authority,owner,status,hectares,designation_year,record_rank
579,Lime Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,79.14,,297
1038,Harbour Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,79.01,,298
1086,Simsons Corner Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,78.58,,299
603,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,77.31,,300
69,Sea Wolf Island National Wildlife Area,National Wildlife Area,Canadian Wildlife Service. Environment and Climate Change Canada,Canadian Wildlife Service. Environment and Climate Change Canada,Designated,75.61,,301
842,Lac de l'Ecole Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,75.30,,302
898,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,74.13,,303
207,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,73.84,,304
1105,Cap La Ronde Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,72.99,,305
998,Welsh Road Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,72.94,,306
1087,Simsons Corner Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,72.65,,307
546,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,72.55,,308
254,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,70.41,,309
117,Sixth and Coades Lakes Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,70.34,,310
587,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,70.32,,311
765,Eigg Mountain - James River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,69.92,,312
734,Wentworth Valley Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,69.82,,313
522,River Denys Nature Reserve,"Nature Reserve, Land Trust","NS Environment and Climate Change, Nature Conservancy of Canada",Nature Conservancy of Canada,Designated,69.79,,314
16,Mabou Highlands Conservation Lands (1),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,68.77,,315
423,Marble Mountain Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,68.74,,316
912,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,68.13,,317
485,St. Croix Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,67.96,,318
141,Washabuck River Nature Reserve,"Nature Reserve, Land Trust","NS Environment and Climate Change, Nova Scotia Nature Trust",Nova Scotia Nature Trust,Designated,67.59,,319
607,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,67.53,,320
365,Hemeon's Head Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,66.74,,321
426,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,66.68,,322
721,Old Annapolis Road Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,66.62,,323
1124,Eighteen Mile Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,66.20,,324
328,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,65.92,,325
1,Atlantic Coastal Plain Flora Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,64.81,,326
248,North Mountain Woodlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,63.93,,327
115,Rogues Roost Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,63.41,,328
980,Abraham Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,62.60,,329
390,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,62.21,,330
1023,Fort Lawrence Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,61.99,,331
1085,Stanley Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,61.95,,332
876,Skudiak Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,61.84,,333
15,Frederick Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,61.26,,334
654,Sand Beach Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,61.24,,335
726,Jack & Darlene Stone Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,61.18,,336
717,St. Croix Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,60.68,,337
588,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,60.36,,338
559,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,60.15,,339
931,Hemeon's Head Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,60.13,,340
825,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,60.10,,341
32,St. Marys River - Hardwood Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,59.81,,342
155,Lyons Marsh Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,59.68,,343
86,Martin Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,59.31,,344
653,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,59.27,,345
874,Skudiak Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,58.73,,346
644,Plaister Cliffs Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,58.40,,347
1125,McNabs & Lawlor Island Provincial Park,Provincial Park,NS Department of Natural Resources and Renewables,NS Department of Natural Resources and Renewables,Designated,58.24,,348
375,St. Marys River - Crows Nest Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,58.01,,349
403,St. Marys River Conservation Lands (1),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,57.68,,350
798,Ponhook Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,57.07,,351
43,Terence Bay Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,56.98,,352
107,Roman Valley Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,56.89,,353
298,Bowers Meadows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,56.73,,354
550,Taylor Head Provincial Park,Provincial Park,NS Department of Natural Resources and Renewables,NS Department of Natural Resources and Renewables,Designated,56.72,,355
166,Cowan Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,56.43,,356
1040,North Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,56.39,,357
436,Cook Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,56.13,,358
729,Brookdale Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,55.69,,359
657,Barren Meadow 3 Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,55.66,,360
617,Laybolt Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,55.62,,361
1031,St. Margarets Bay Islands Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,55.40,,362
1037,Prices Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,55.36,,363
1074,Chimney Corner Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,55.10,,364
108,Sixth and Coades Lakes Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,54.98,,365
232,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,54.83,,366
31,Wentworth Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,54.13,,367
628,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,53.59,,368
1070,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,53.55,,369
125,Toadfish Lakes Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,52.65,,370
267,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,52.23,,371
1032,Little Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,50.99,,372
713,Pleasant River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,50.94,,373
417,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,50.42,,374
632,MacRitchies Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,50.12,,375
297,Bowers Meadows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,49.80,,376
855,Skudiak Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,49.61,,377
209,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,49.47,,378
