"objectid","pro_name","protect1","protect2","owner","authority","status","stat_date","lgl_effect","ha_gis","shape_leng","shape_area"
"666","River Inhabitants Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"436.45600282","22570.14372151225","4364560.028175745"
"667","Hectanooga Cedar Swamp Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"107.59749886","10757.6505303824","1075974.9885672668"
"668","North Mountain Woodlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"3.01796764","863.5517898775823","30179.676399987402"
"669","Selig Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.12648178","201.51075021603165","1264.817799992955"
"670","Selig Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.17965665","177.49990898691746","1796.5664999890364"
"671","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"7.90758813","1394.1013739144573","79075.88134985427"
"672","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"4.08198419","1329.405805321205","40819.84185012406"
"673","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"1.41265366","998.2063369900003","14126.536649907983"
"674","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"41.06353405","3751.0633123204366","410635.34049986955"
"675","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"231.45035767","11973.345355752444","2314503.5766505734"
"676","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"0.83300016","571.9874648068093","8330.001550132203"
"677","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"8.08629275","2895.9475968669894","80862.92750007115"
"678","Jack & Darlene Stone Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"125.68623382","5978.615385392169","1256862.3381622334"
"679","Borgles Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"215.64529733","14690.904896473126","2156452.9732804745"
"680","C.W. Anderson Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"41.95098899","2864.058020170806","419509.88992262643"
"681","Cape Mabou Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"1457.45261693","41062.18969812847","14574526.169331694"
"682","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.88759494","738.9224216700123","18875.94935005597"
"683","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.61623268","1073.640942916447","26162.326799988045"
"684","Belliveau Lake - La Grande Ile Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.01420962","69.80814463209667","142.0961500090988"
"685","Belliveau Lake - La Grande Ile Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.008258","48.26639205964548","82.58000000508503"
"686","Belliveau Lake - La Grande Ile Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.02917451","115.31461703964331","291.7451499670943"
"687","Cameron Lake Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"25.01953899","4001.6350405096623","250195.38990114647"
"688","Deep Brook Bog Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"3.94838624","1329.8692796623973","39483.86238288865"
"689","Gaspereau Mountain Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"7.56236043","1142.3335988370293","75623.60429558896"
"690","River Denys Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"163.23110621","13809.360182588669","1632311.0620672624"
"691","Catalone Lake Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"16.98050748","3050.7402854930624","169805.07475851287"
"692","Blue Mountain Wilderness Connector","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"13.0374883","2891.104175270988","130374.88304917484"
"693","Belliveau Lake - La Grande Ile Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"16.9728144","2557.534014616178","169728.14399994098"
"694","Belliveau Lake - La Grande Ile Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.62389819","345.98675849672725","6238.9818999977915"
"695","Lake Annis Nature Reserve","Nature Reserve",,"Private owner(s)","NS Environment and Climate Change, private owner(s)","Designated",,,"18.5501646","1797.855202276777","185501.64604474773"
"696","Lake Annis Nature Reserve","Nature Reserve",,"Private owner(s)","NS Environment and Climate Change, private owner(s)","Designated",,,"43.8075485","2899.4839690729073","438075.4850499283"
"697","Lake Annis Nature Reserve","Nature Reserve",,"Private owner(s)","NS Environment and Climate Change, private owner(s)","Designated",,,"0.1056002","129.72827012697817","1056.0020000011957"
"698","Purcells Cove Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"11.10679717","3193.270980833946","111067.9716979139"
"699","Musquodoboit River Valley Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"21.95214605","2412.625037121357","219521.46053285542"
"700","Musquodoboit River Valley Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"17.29311461","2620.8518423849587","172931.14614823088"
"701","Kejimkujik National Park And National Historic Site Of Canada","National Park",,"Parks Canada Agency. Environment and Climate Change Canada","Parks Canada Agency. Environment and Climate Change Canada","Designated",,,"129.67655275","9461.413841066804","1296765.5275348318"
"702","Kejimkujik National Park And National Historic Site Of Canada","National Park",,"Parks Canada Agency. Environment and Climate Change Canada","Parks Canada Agency. Environment and Climate Change Canada","Designated",,,"2158.90413048","41558.16088998887","21589041.304757632"
"703","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"27.78307779","2465.6885520965634","277830.77794294246"
"704","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"6.35010518","1282.1563294154657","63501.0518303417"
"705","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"20.1991986","1834.878212788046","201991.98597918285"
"706","Middle Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"9.5424792","2121.1264669297343","95424.79199446752"
"707","Tobeatic Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"222.83343047","16577.02408112349","2228334.3047217485"
"708","Lowland Cove Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"44.77930681","3924.5458501984504","447793.0681482907"
"709","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"5.80133996","1174.2161055009344","58013.39960765664"
"710","Hectanooga Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"8.6765784","1266.0586887513123","86765.78397847338"
"711","Hectanooga Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"14.42704062","1703.304171311631","144270.4061919312"
"712","Barren Meadow 4 Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"22.2969696","2645.1657737952","222969.6960380104"
"713","Pleasant River Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"50.93680135","3503.4767172467896","509368.01349517045"
"714","Upper Pleasant River Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"14.3095788","2609.28950904281","143095.78802214458"
"715","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"0.26792843","235.78567747749318","2679.284268514175"
"716","Timberlea Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"3.44363779","853.3295652086186","34436.37786297053"
"717","St. Croix Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"60.6781809","4922.730116844401","606781.8090170281"
"718","Skudiak Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"6.07947979","1231.9417365927848","60794.79790401835"
"719","Middle Island Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"15.25445239","3118.5146004605817","152544.52385497247"
"720","Old Annapolis Road Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"367.37236168","10725.946625689578","3673723.616828662"
"721","Old Annapolis Road Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"66.6184225","4439.861289984469","666184.2249581038"
"722","Glendyer Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"276.22231447","11039.211222332757","2762223.1447058846"
"723","Porcupine Brook Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"237.61482648","7993.842483163839","2376148.264818447"
"724","Cherry Hill Beach Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"29.15777805","5985.173194783723","291577.7804528432"
"725","Middle River Framboise Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designation decision made",,,"21.26045439","1858.867458735255","212604.54389455382"
