"period","specialty","procedure","provider","zone","facility","year","quarter","consult_median","consult_90th","surgery_median","surgery_90th"
"2024_q1",,"Hernia Repair - Laparoscopic Inguinal Femoral",,"Zone 2","Aberdeen Hospital","2024","1","321","978",,
"2024_q3",,"Hip Replacement",,"Zone 1","Valley Regional","2024","3","178","461","223","604"
"12month_rolling",,"Prostate Surgery",,"Zone 4","QE2","2025","2","51","182","104","227"
"2025_q2",,"Hernia Repair  (Adult)",,"Zone 2","Colchester East Hants Health Centre","2025","2","21","404","153","345"
"2024_q4",,"Hernia Repair - Inguinal/Femoral",,"Zone 3","Cape Breton Regional","2024","4","316","645","109","437"
"2024_q3",,"Hernia Repair  (Adult)",,"Zone 4","Dartmouth General","2024","3","172","505","128","300"
"3month_rolling",,"Hip Replacement Revision",,"Zone 4","QE2","2025","2",,,"218","455"
"2025_q1",,"Insertion Vascular Access Catheter",,"IWK","IWK","2025","1",,,"11","85"
"2025_q2",,"Colorectal Cancer Surgery",,"Zone 1","Valley Regional","2025","2","53","286","41","82"
"2024_q4",,"Vascular Bypass Surgery",,"Total","Provincial","2024","4",,,"8","30"
"12month_rolling","Dental","Dental Extractions and Restorations  (Adult)","Brown, Charlotte",,,,,"19","40","101","319"
"2024_q3",,"Cataract Surgery",,"Zone 3","St. Martha's Regional","2024","3","133","747","103","158"
"2023_q3",,"Nerve or Brain Stimulation",,"Total","Provincial","2023","3","89","125","22","54"
"12month_rolling","Vascular Surgery","All","McDonald, Joey",,,,,"2","3","29","84"
"2025_q2",,"Bowel Resection",,"Zone 2","Aberdeen Hospital","2025","2",,,"19","43"
"12month_rolling",,"Bladder Surgery",,"Zone 4","QE2","2025","2","15","64","41","82"
"12month_rolling","General Surgery","Gallbladder Surgery","Kavanagh, Rhys",,,,,"31","78","28","119"
"2025_q2",,"Foot - Bunionectomy",,"Total","Provincial","2025","2",,,"84","162"
"2023_q4",,"Hernia Repair - Umbilical",,"Zone 1","South Shore Regional","2023","4","33","164","81","147"
"2025_q2",,"Kidney Stone Surgery",,"Zone 4","QE2","2025","2","27","55","35","136"
"2025_q1",,"Hernia Repair  (Adult)",,"Zone 1","Valley Regional","2025","1","68","409","76","373"
"2024_q2",,"Nerve or Brain Stimulation",,"Zone 4","QE2","2024","2","56","98","52","204"
"2024_q3",,"Hemorrhoidectomy",,"Total","Provincial","2024","3","114","608","86","492"
"12month_rolling","Obstetrics/Gynaecology","Hysteroscopy","Bentley, Heidi",,,,,"40","325","60","294"
"2025_q1",,"Functional Endoscopic Sinus Surgery (FESS)",,"Zone 3","St. Martha's Regional","2025","1",,,"102","117"
"2025_q1",,"Hysteroscopy",,"Zone 3","Cape Breton Regional","2025","1",,,"104","246"
"2023_q2",,"Hysteroscopy",,"Zone 1","Valley Regional","2023","2","34","420","74","381"
"2023_q4",,"Hernia Repair - Incisional",,"Zone 2","Colchester East Hants Health Centre","2023","4",,,"165","232"
"2023_q4",,"Oculo Plastic Surgery",,"Total","Provincial","2023","4","79","369","72","270"
"2025_q1",,"Vascular Bypass Surgery",,"Zone 4","QE2","2025","1",,,"14","99"
"2023_q2",,"Vascular Bypass Surgery",,"Total","Provincial","2023","2",,,"13","26"
"12month_rolling","Plastic Surgery","Surgery for Hearing or Balance Problems of the Ear","Bezuhly, Michael",,,,,"102","135","138","229"
"3month_rolling",,"Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected)",,"Zone 1","Yarmouth Regional","2025","2","79","456","22","52"
"2024_q4",,"Kidney Stone Surgery",,"Zone 4","QE2","2024","4","38","103","55","130"
"2023_q2",,"Whipple Procedures",,"Zone 4","QE2","2023","2","11","17","15","28"
"2024_q2",,"Hysteroscopy",,"Zone 2","Colchester East Hants Health Centre","2024","2","62","240","50","151"
"2024_q4",,"Hysterectomy  (Cancer Not Suspected)",,"Zone 2","Aberdeen Hospital","2024","4","39","42","94","134"
"3month_rolling",,"Kidney Stone Surgery",,"Zone 1","Valley Regional","2025","2","56","370","31","69"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery - Laparoscopic","Roach, Eileen",,,,,"15","146","20","101"
"2025_q2",,"Hernia Repair - Umbilical",,"Zone 4","QE2","2025","2","253","475",,
"12month_rolling",,"Foot - Osteotomy",,"Total","Provincial","2025","2","559","635","66","142"
"2024_q3",,"Knee Replacement Revision",,"Total","Provincial","2024","3","79","249","95","170"
"2025_q2",,"Gastrointestinal Tract Surgery",,"Zone 2","Aberdeen Hospital","2025","2",,,"29","61"
"2024_q3",,"Female Incontinence Surgery",,"Total","Provincial","2024","3","153","731","118","301"
"2024_q3",,"Tear Duct Surgery",,"Zone 4","QE2","2024","3","29","244",,
"2023_q3",,"Laryngology and Vocal Cord Surgery",,"Total","Provincial","2023","3","28","97","92","569"
"2025_q2",,"Cataract Surgery",,"Zone 1","South Shore Regional","2025","2","148","280","20","138"
"12month_rolling","Ophthalmology","Cornea and External Disease","Pollmann, Andre",,,,,"60","154","58","188"
"12month_rolling","Ophthalmology","All","Iaboni, Douglas",,,,,"21","244","71","115"
"3month_rolling",,"Brain Surgery  (Pediatric)",,"Total","Provincial","2025","2",,,"86","198"
"12month_rolling","General Surgery","Colorectal Cancer Surgery","Kelly, Ryan Patrick",,,,,"36","288","39","116"
"2024_q4",,"Prostate Surgery",,"Zone 3","Cape Breton Regional","2024","4","32","67","54","329"
"12month_rolling","Otolaryngology (ENT)","Functional Endoscopic Sinus Surgery (FESS)","Chin, Christopher",,,,,"20","75","84","117"
"2024_q3",,"Nissen Fundoplication - Laparoscopic",,"Total","Provincial","2024","3","98","706","114","387"
"2025_q1",,"Gallbladder Surgery",,"Total","Provincial","2025","1","53","316","59","247"
"12month_rolling","Urology","All","Miller, M Dale",,,,,"34","175","35","148"
"2023_q3",,"Cataract Surgery",,"Zone 2","Colchester East Hants Health Centre","2023","3","300","373","102","170"
"2025_q1",,"Dental Extractions and Restorations  (Adult)",,"Zone 4","QE2","2025","1","133","231","131","295"
"12month_rolling","General Surgery","Bowel Resection","Livingstone, Scott",,,,,"16","22","28","54"
"3month_rolling",,"Knee Scope",,"Zone 3","Glace Bay","2025","2",,,"97","169"
"2024_q3",,"Lung Surgery",,"Total","Provincial","2024","3","27","73","42","106"
"2025_q1",,"Knee Scope",,"Zone 4","QE2","2025","1","39","146","101","238"
"12month_rolling",,"Hernia Repair - Umbilical",,"Zone 3","St. Martha's Regional","2025","2","59","184","260","440"
"12month_rolling","Ophthalmology","Vitreoretinal Diseases","Samad, Arif",,,,,"1","1","13","59"
"2024_q4",,"Palmar Fascia Excision for Dupuytren's Disease",,"Zone 3","St. Martha's Regional","2024","4","90","358",,
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery - Laparoscopic","MacFarlane, David",,,,,"77","300","54","82"
"2024_q1",,"Cataract Surgery",,"Zone 1","Yarmouth Regional","2024","1","292","387","48","80"
"2024_q3",,"Colorectal Cancer Surgery",,"Zone 3","Cape Breton Regional","2024","3","12","38","19","39"
"2024_q3",,"Shoulder Arthroplasty",,"Zone 1","Valley Regional","2024","3","210","403","196","337"
"2024_q3",,"Foot - Arthrodesis",,"Total","Provincial","2024","3","55","670","117","259"
"2024_q2",,"Hernia Repair - Inguinal/Femoral",,"Zone 4","Dartmouth General","2024","2","116","377","79","216"
"2025_q2",,"Surgery for Hearing or Balance Problems of the Ear",,"Zone 1","Valley Regional","2025","2",,,"155","348"
"12month_rolling","Orthopaedic","Knee Scope","Rayes, Johnny",,,,,"121","266","114","242"
"2023_q4",,"Shoulder Arthroscopy",,"Zone 4","Hants Community Hospital","2023","4","76","311","54","201"
"12month_rolling","Otolaryngology (ENT)","Functional Endoscopic Sinus Surgery (FESS)","Balys, Richard L",,,,,"48","101","51","166"
"2024_q2",,"Ear Tubes  (Pediatric)",,"IWK","IWK","2024","2","65","213","110","197"
"12month_rolling",,"Cystoscopy",,"Total","Provincial","2025","2","40","190","41","175"
"12month_rolling",,"Foot - Arthrodesis",,"Zone 1","Yarmouth Regional","2025","2",,,"135","231"
"2024_q1",,"Surgery for Hearing or Balance Problems of the Ear",,"Zone 1","Yarmouth Regional","2024","1","107","302","34","57"
"2023_q4",,"Brain Surgery  (Pediatric)",,"IWK","IWK","2023","4",,,"39","44"
"2024_q4",,"Orthopaedic Trauma",,"Zone 4","QE2","2024","4",,,"30","414"
"2024_q4",,"Tonsillectomy and/or Adenoidectomy  (Pediatric)",,"Zone 1","South Shore Regional","2024","4","339","423","71","228"
"3month_rolling",,"Gallbladder Surgery",,"Zone 1","Yarmouth Regional","2025","2","69","112","59","98"
"2025_q2",,"Male Reproductive System Surgery",,"Zone 4","QE2","2025","2","128","274","127","441"
"2025_q1",,"Gastrointestinal Tract Surgery - Laparoscopic",,"Zone 4","QE2","2025","1","30","209","42","121"
"2024_q1",,"Hernia Repair  (Adult)",,"Zone 3","Cape Breton Regional","2024","1","267","396","244","814"
"12month_rolling","Plastic Surgery","Tendon / Ligament Repair","Corkum, Joseph",,,,,"23","210","27","82"
"2024_q4",,"Coronary Artery Bypass Graft",,"Total","Provincial","2024","4",,,"67","122"
"12month_rolling",,"Gastrointestinal Tract Surgery",,"Zone 2","Colchester East Hants Health Centre","2025","2","49","95","46","124"
"12month_rolling","Orthopaedic","Knee Scope","Howatt, Jonathan",,,,,"37","493","97","189"
"2023_q4",,"Ear Tubes  (Pediatric)",,"IWK","IWK","2023","4","126","257","98","172"
"12month_rolling","Orthopaedic","Shoulder Surgery","McPherson, John",,,,,"174","305","113","245"
"12month_rolling","Plastic Surgery","Breast Cancer Surgery","Wheelock, Margaret",,,,,"25","25","33","52"
"2024_q1",,"Male Reproductive System Surgery",,"Zone 4","Hants Community Hospital","2024","1","135","369","79","172"
"2024_q2",,"Tonsillectomy and/or Adenoidectomy  (Pediatric)",,"Zone 3","St. Martha's Regional","2024","2",,,"27","41"
"2024_q3",,"Gastrointestinal Tract Surgery",,"Zone 3","Cape Breton Regional","2024","3","14","18","25","125"
"2024_q4",,"Glaucoma (Eye Pressure Lowering Surgery)",,"Zone 4","QE2","2024","4","70","689","20","60"
"2025_q1",,"Aneurysm Repair",,"Zone 4","QE2","2025","1","41","83","55","134"
"2024_q2",,"Nose Surgery - Reconstructive or Aesthetic",,"Total","Provincial","2024","2","53","187","29","156"
"2025_q2",,"Carpal Tunnel Surgery",,"Zone 2","Aberdeen Hospital","2025","2","52","209","29","94"
"12month_rolling",,"Male Reproductive System Surgery",,"Zone 4","Hants Community Hospital","2025","2","145","360","86","363"
"12month_rolling","Orthopaedic","All","Leighton, Ross K",,,,,"117","364","297","857"
"3month_rolling",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 2","Cumberland Regional","2025","2","31","81","81","152"
"2025_q2",,"Gallbladder Surgery",,"Zone 3","Cape Breton Regional","2025","2","43","433","49","134"
"2024_q4",,"Colorectal Cancer Surgery",,"Zone 4","QE2","2024","4","24","79","34","58"
"2024_q1",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 3","St. Martha's Regional","2024","1","147","383","118","278"
"2023_q4",,"Hernia Repair  (Adult)",,"Zone 2","Aberdeen Hospital","2023","4","91","416","33","67"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery","Johnson, Kevin",,,,,"68","176","27","71"
"2024_q2",,"Gastrointestinal Tract Surgery - Laparoscopic",,"Zone 2","Cumberland Regional","2024","2",,,"26","42"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery - Laparoscopic","Spence, Richard",,,,,"24","48","35","91"
"2024_q3",,"Knee Scope with ACL Repair",,"Zone 4","QE2","2024","3","64","112","120","284"
"3month_rolling",,"Knee Scope",,"Zone 4","Hants Community Hospital","2025","2","75","252","39","104"
"2023_q3",,"Septoplasty",,"Zone 2","Cumberland Regional","2023","3",,,"72","236"
"2023_q2",,"Tonsillectomy and/or Adenoidectomy  (Adult)",,"Zone 4","Dartmouth General","2023","2",,,"75","497"
"3month_rolling",,"Kidney Stone Surgery",,"Zone 4","QE2","2025","2","27","55","35","136"
"12month_rolling","General Surgery","Gastrointestinal Tract Surgery","Sahi, Chakshu",,,,,"48","137","27","52"
"2025_q2",,"Hysteroscopy",,"Zone 4","Dartmouth General","2025","2","33","135","44","110"
"12month_rolling","General Surgery","Hernia Repair  (Adult)","Wasserman, Lukas",,,,,"84","231","237","474"
"12month_rolling","Thoracic Surgery","Lung Cancer Surgery","Mujoomdar, Aneil Arvind",,,,,"21","50","29","48"
"2023_q3",,"Whipple Procedures",,"Total","Provincial","2023","3","14","16","25","52"
"2024_q4",,"Prostatectomy",,"Zone 4","QE2","2024","4","35","173","117","179"
"12month_rolling","Urology","Prostate Surgery","Moore, Jonathan Peter",,,,,"47","181","87","303"
"2023_q4",,"Gastrointestinal Tract Surgery",,"Zone 1","Valley Regional","2023","4","49","182","40","275"
"12month_rolling","Thoracic Surgery","Nissen Fundoplication - Laparoscopic","Mujoomdar, Aneil Arvind",,,,,"42","111","59","165"
"12month_rolling","General Surgery","Whipple Procedures","Hiebert, Stephanie",,,,,"14","28","28","45"
"2025_q2",,"Dental Extractions and Restorations  (Pediatric)",,"Zone 3","Inverness Consolidated Memorial","2025","2","72","328","61","291"
"12month_rolling","Orthopaedic","Carpal Tunnel Surgery","Murphy, Nadia L",,,,,"80","88","112","134"
"2023_q4",,"Bladder Cancer Surgery",,"Zone 1","Valley Regional","2023","4","12","513","28","87"
"12month_rolling","Obstetrics/Gynaecology","Kidney / Upper Urinary Tract","Smith, Anita",,,,,"542","604","123","252"
"12month_rolling","Dental","Dental Extractions and Restorations  (Pediatric)","Brown, Charlotte",,,,,"47","91","111","259"
"12month_rolling","Otolaryngology (ENT)","Tonsillectomy and/or Adenoidectomy  (Adult)","Piccott, Devin",,,,,"29","155","62","140"
"2025_q1",,"Tonsillectomy and/or Adenoidectomy  (Pediatric)",,"IWK","IWK","2025","1","314","393","193","351"
"12month_rolling",,"Knee Replacement - Partial",,"Zone 1","Valley Regional","2025","2",,,"340","497"
"2024_q3",,"Hernia Repair - Laparoscopic Inguinal Femoral",,"Total","Provincial","2024","3","128","462","128","320"
"2023_q2",,"Cardiovascular Surgery",,"Zone 4","QE2","2023","2",,,"10","91"
"2024_q1",,"Foot - Arthrodesis",,"Zone 4","QE2","2024","1","746","771","86","150"
"2024_q1",,"Aesthetic Surgery",,"Total","Provincial","2024","1","44","514","107","233"
"12month_rolling","Thoracic Surgery","Video-Assisted Thoracic Surgery","Mujoomdar, Aneil Arvind",,,,,"21","50","27","52"
"2023_q3",,"Hernia Repair  (Adult)",,"Zone 1","Yarmouth Regional","2023","3","49","105","58","112"
"2024_q4",,"Salivary Gland Surgery",,"Total","Provincial","2024","4",,,"129","262"
"12month_rolling","Otolaryngology (ENT)","Surgery for Hearing or Balance Problems of the Ear","Piccott, Devin",,,,,"79","226","84","194"
"12month_rolling",,"Pacemaker Insertion",,"Zone 4","QE2","2025","2",,,"32","70"
"2024_q1",,"Dental Extractions and Restorations  (Adult)",,"Zone 1","South Shore Regional","2024","1","91","233","37","297"
"2024_q1",,"Bowel Resection - Laparoscopic",,"Zone 1","Valley Regional","2024","1","43","301","27","127"
"2024_q2",,"Gallbladder Surgery",,"Zone 2","Colchester East Hants Health Centre","2024","2","36","64","97","181"
"2023_q4",,"Knee Replacement",,"Zone 4","Dartmouth General","2023","4","374","696","230","487"
"2023_q3",,"Functional Endoscopic Sinus Surgery (FESS)",,"Total","Provincial","2023","3","41","197","69","173"
"2025_q1",,"Prostate Surgery - Laparoscopic",,"Total","Provincial","2025","1","24","68","107","172"
"2023_q2",,"Insertion Vascular Access Catheter",,"IWK","IWK","2023","2",,,"69","300"
"2024_q1",,"Pancreas Surgery",,"Zone 4","QE2","2024","1","9","24","21","62"
"2024_q2",,"Gastrointestinal Tract Surgery",,"Zone 4","QE2","2024","2","31","120","45","595"
"2024_q1",,"Palmar Fascia Excision for Dupuytren's Disease",,"Total","Provincial","2024","1","124","750","137","278"
"2024_q1",,"Hernia Repair - Inguinal/Femoral",,"IWK","IWK","2024","1",,,"167","436"
"12month_rolling","General Surgery","Bowel Resection - Laparoscopic","Faryniuk, Andrea Marie",,,,,"17","47","28","40"
"12month_rolling","Orthopaedic","Shoulder Arthroplasty","McPherson, John",,,,,"205","403","118","288"
"12month_rolling","Plastic Surgery","Tendon / Ligament Repair","Krauss, Emily",,,,,"78","381","33","137"
"2024_q1",,"Bladder Cancer Surgery",,"Zone 4","QE2","2024","1","29","61","33","83"
"2023_q2",,"Hip Replacement",,"Zone 1","Valley Regional","2023","2","152","400","487","664"
"2024_q2",,"Male Reproductive System Surgery",,"Total","Provincial","2024","2","88","376","107","469"
"2023_q2",,"Gallbladder Surgery",,"Zone 4","QE2","2023","2","27","68","73","241"
"2024_q2",,"Pelvic Floor Repair",,"IWK","IWK","2024","2","152","891","202","324"
"2024_q3",,"Pancreas Surgery",,"Zone 4","QE2","2024","3","14","27","30","79"
"3month_rolling",,"Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected)",,"Zone 3","Cape Breton Regional","2025","2","352","515","74","303"
"2024_q2",,"Maxillofacial Deformity Surgery",,"Zone 4","QE2","2024","2","297","538","216","456"
"2024_q4",,"Hernia Repair - Umbilical",,"IWK","IWK","2024","4",,,"52","197"
"2024_q3",,"Bowel Resection - Open",,"Zone 1","Yarmouth Regional","2024","3",,,"28","87"
"2025_q2",,"Lymph Node Biopsy",,"Zone 4","QE2","2025","2","10","41","31","56"
"2024_q1",,"Prostate Surgery",,"Zone 1","Yarmouth Regional","2024","1",,,"69","148"
"2025_q2",,"Esophagectomy / Esophageal Surgery",,"Total","Provincial","2025","2",,,"28","51"
"3month_rolling",,"Septoplasty",,"Zone 1","Valley Regional","2025","2","571","909","332","469"
"12month_rolling","Orthopaedic","Hip Replacement","Van Graan, Wouter",,,,,"103","212","59","125"
"3month_rolling",,"Tonsillectomy and/or Adenoidectomy  (Pediatric)",,"IWK","IWK","2025","2","183","396","196","421"
"12month_rolling","Obstetrics/Gynaecology","All","Bentley, Heidi",,,,,"81","990","88","294"
"2025_q2",,"Back Surgery  (Adult)",,"Total","Provincial","2025","2","118","566","94","211"
"12month_rolling","Ophthalmology","All","Lampert Monte Francisconi, Carolina",,,,,"63","588","118","338"
"2024_q4",,"Bladder Surgery",,"Zone 3","Cape Breton Regional","2024","4",,,"54","93"
"12month_rolling","General Surgery","Gallbladder Surgery","Dzierzanowski, Martin",,,,,"38","72","90","139"
"12month_rolling","General Surgery","Gallbladder Surgery","Minor, Samuel",,,,,"74","182","60","185"
"3month_rolling",,"Melanoma Excision",,"Zone 3","St. Martha's Regional","2025","2","34","57",,
"2024_q4",,"Kidney Removal",,"Zone 4","QE2","2024","4","16","68","69","182"
"2023_q3",,"Cataract Surgery",,"Zone 1","South Shore Regional","2023","3","114","148","263","363"
"2023_q4",,"Colorectal Cancer Surgery",,"Zone 4","Dartmouth General","2023","4","14","104","23","38"
"12month_rolling","Plastic Surgery","Tendon / Ligament Repair","Davis, George R",,,,,"265","630","40","85"
