permit_number,issue_year,issue_month,community,district,work_type,primary_work_scope,project_value,net_new_units,storeys,permit_status,lat,lon
BPRES-2024-02112,2024,5,DARTMOUTH,District 05,Addition,Addition,147000.0,0,2,Expired,44.66917189064365,-63.5563411151406
BPRES-2024-02157,2024,3,COLE HARBOUR,District 04,Addition,Addition,61200.0,1,1,Completed,44.641996023514956,-63.471103873896794
BPRES-2024-02216,2024,3,HAMMONDS PLAINS,District 14,New Building,New Building,262000.0,1,1,Completed,44.766550099038476,-63.78738242205128
BPRES-2024-02259,2024,3,BEDFORD,District 16,Renovation,Renovation,5000.0,0,1,Completed,44.702738024635664,-63.69720486840648
BPRES-2024-02310,2024,3,FALL RIVER,District 01,New Building,New Building,800000.0,1,2,Completed,44.83677412232552,-63.633134799704976
BPRES-2024-02427,2024,9,EASTERN PASSAGE,District 03,New Building,New Building,35000.0,0,1,Issued,44.6051253057411,-63.47863021700866
BPRES-2024-02481,2024,3,FALL RIVER,District 01,New Building,New Building,72500.0,1,2,Issued,44.8347566523702,-63.592372182712296
BPRES-2024-02575,2024,4,DARTMOUTH,District 05,Renovation,Renovation,165000.0,0,2,Completed,44.669718984438504,-63.566310546881574
BPRES-2024-02654,2024,3,OAKFIELD,District 01,New Building,New Building,50000.0,0,1,Completed,44.92364720991396,-63.55872246815283
BPRES-2024-02700,2024,3,HALIFAX,District 07,Renovation,Renovation,1000000.0,0,1,Expired,44.62759593773785,-63.58439556948913
BPRES-2024-02754,2024,9,BEDFORD,District 16,Addition,Addition,150000.0,1,2,Issued,44.731453077231734,-63.65067608316122
BPRES-2024-02814,2024,3,UPPER SACKVILLE,District 14,New Building,New Building,325000.0,1,1,Completed,44.80842938498601,-63.75928768294759
BPRES-2024-02884,2024,5,GLEN HAVEN,District 13,New Building,New Building,62000.0,0,2,Completed,44.63676718800323,-63.934495775560926
BPRES-2024-02924,2024,4,OAKFIELD,District 01,New Building,New Building,550000.0,1,2,Completed,44.92235540983311,-63.55606908578891
BPRES-2024-02985,2024,6,HALIFAX,District 08,Addition,Addition,200000.0,1,3,Issued,44.65360153962161,-63.59200809488917
BPRES-2024-03107,2024,5,DARTMOUTH,District 03,Renovation,Renovation,4700.0,1,3,Completed,44.66685087863796,-63.55351723444971
BPRES-2024-03154,2024,3,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63819875350198,-63.67745144266216
BPRES-2024-03175,2024,4,BEECHVILLE,District 12,New Building,New Building,500000.0,2,3,Completed,44.63953281004903,-63.67876904850216
BPRES-2024-03201,2024,3,BEECHVILLE,District 12,New Building,New Building,200000.0,1,3,Completed,44.63854499717009,-63.67815264628997
BPRES-2024-03249,2024,4,MUSQUODOBOIT HARBOUR,District 02,New Building,New Building,220000.0,1,1,Completed,44.78962429029367,-63.11862699263722
BPRES-2024-03282,2024,4,TIMBERLEA,District 12,New Building,New Building,220000.0,1,3,Expired,44.639484056739036,-63.72183051578615
BPRES-2024-03313,2024,4,BEECHVILLE,District 12,New Building,New Building,500000.0,2,3,Completed,44.63920786498132,-63.678357807830636
BPRES-2024-03334,2024,4,BEECHVILLE,District 12,New Building,New Building,350000.0,2,3,Completed,44.639044469547756,-63.677576504242445
BPRES-2024-03396,2024,3,BEECHVILLE,District 12,New Building,New Building,200000.0,1,3,Completed,44.63756102463494,-63.67627903995913
BPRES-2024-03448,2024,4,BEDFORD,District 16,New Building,New Building,585000.0,1,2,Completed,44.70722732335489,-63.723913158039096
BPRES-2024-03517,2025,1,SEAFORTH,District 02,Renovation,Renovation,50500.0,1,3,Completed,44.64227234751806,-63.27660650145564
BPRES-2024-03588,,,CLAM HARBOUR,District 02,New Building,New Building,50000.0,1,2,Withdrawn,44.75403787007176,-62.9033851364396
BPRES-2024-03628,2024,6,HALIFAX,District 10,Addition,Addition,344000.0,0,3,Completed,44.68910679632248,-63.6887651920662
BPRES-2024-03685,2024,4,HALIFAX,District 08,Renovation,Renovation,48000.0,0,2,Issued,44.66242707868069,-63.6056406969064
BPRES-2024-03725,2024,4,BEECHVILLE,District 12,New Building,New Building,200000.0,1,3,Completed,44.63862506577411,-63.67872915667479
BPRES-2024-03802,2024,10,HALIFAX,District 11,New Building,New Building,612000.0,4,2,Issued,44.58721552074131,-63.58946787214689
BPRES-2024-03836,2024,4,FALL RIVER,District 01,New Building,New Building,625000.0,1,1,Completed,44.83557177616077,-63.63094871613165
BPRES-2024-03905,2024,4,SEABRIGHT,District 13,New Building,New Building,520000.0,1,2,Completed,44.62061775138691,-63.93510733818284
BPRES-2024-03972,2024,5,DARTMOUTH,District 03,Renovation,Renovation,100000.0,0,3,Expired,44.63696747986021,-63.52607356309788
BPRES-2024-03987,2024,4,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63885726557729,-63.67904908681674
BPRES-2024-03993,2024,4,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.638383838506485,-63.67943997686122
BPRES-2024-04025,2024,5,BEECHVILLE,District 12,New Building,New Building,200000.0,1,3,Completed,44.63897174436345,-63.678220907905306
BPRES-2024-04079,2024,5,MILFORD,District 01,New Building,New Building,300000.0,1,2,Completed,45.030071141785385,-63.427614537125464
BPRES-2024-04148,2024,8,PORTERS LAKE,District 02,New Building,New Building,900000.0,1,2,Completed,44.76588072344738,-63.33607244073714
BPRES-2024-04166,2024,4,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63906369896254,-63.67965838296794
BPRES-2024-04199,2024,5,TIMBERLEA,District 12,New Building,New Building,455000.0,1,3,Issued,44.64606852829505,-63.72638188105892
BPRES-2024-04257,2024,6,HALIFAX,District 10,New Building,New Building,305000.0,4,2,Issued,44.65323750282216,-63.637879176166976
BPRES-2024-04263,2024,4,DARTMOUTH,District 03,New Building,New Building,924228.0,5,2,Completed,44.66082099464053,-63.534890804036046
BPRES-2024-04294,2024,4,HAMMONDS PLAINS,District 14,Renovation,Renovation,10000.0,0,1,Completed,44.72434153668865,-63.83930732689781
BPRES-2024-04314,2024,4,PORTERS LAKE,District 02,New Building,New Building,30000.0,0,1,Completed,44.7462784743505,-63.28473264446441
BPRES-2024-04375,2024,11,BEECHVILLE,District 12,New Building,New Building,200000.0,1,3,Completed,44.63702885416291,-63.67581931531929
BPRES-2024-04418,2024,4,HAMMONDS PLAINS,District 14,New Building,New Building,99000.0,0,1,Completed,44.71939819157672,-63.83778324807216
BPRES-2024-04517,2024,4,HAMMONDS PLAINS,District 14,New Building,New Building,34000.0,0,1,Completed,44.72310131640918,-63.841948654616715
BPRES-2024-04630,2024,5,BEDFORD,District 16,Addition,Addition,21000.0,0,1,Issued,44.727160016355924,-63.67411409895094
BPRES-2024-04722,2025,2,CLAM BAY,District 02,New Building,New Building,300000.0,1,2,Issued,44.732643159871245,-62.949651388216544
BPRES-2024-04818,2024,6,WESTPHAL,District 04,New Building,New Building,290000.0,1,1,Completed,44.688700452679115,-63.48439906979595
BPRES-2024-04838,2024,4,BEECHVILLE,District 12,New Building,New Building,500000.0,2,2,Completed,44.639863982343655,-63.67852566027336
BPRES-2024-04845,2024,4,BEECHVILLE,District 12,New Building,New Building,500000.0,2,2,Completed,44.63948103758857,-63.677986913295065
BPRES-2024-04862,2024,4,WELLINGTON,District 01,New Building,New Building,25000.0,0,1,Completed,44.858260205722694,-63.60251381656458
BPRES-2024-04934,2024,7,HALIFAX,District 08,Renovation,Renovation,80000.0,0,2,Completed,44.66876075143179,-63.61652387649081
BPRES-2024-04962,2024,5,HAMMONDS PLAINS,District 14,New Building,New Building,75000.0,0,1,Completed,44.72582753035241,-63.83446853798869
BPRES-2024-05041,2024,4,UPPER TANTALLON,District 13,Addition,Addition,57756.0,0,1,Completed,44.69885983866437,-63.88095067593933
BPRES-2024-05120,2024,4,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63845867240672,-63.67705625996963
BPRES-2024-05186,2024,4,SEABRIGHT,District 13,New Building,New Building,30000.0,0,1,Completed,44.59840938207825,-63.928044564793645
BPRES-2024-05235,2024,5,DARTMOUTH,District 06,New Building,New Building,1350000.0,5,3,Issued,44.71525445466023,-63.542151768119986
BPRES-2024-05315,2024,5,HAMMONDS PLAINS,District 14,New Building,New Building,575000.0,1,1,Completed,44.72337593636154,-63.83736361889745
BPRES-2024-05384,2024,5,GLEN HAVEN,District 13,New Building,New Building,650000.0,1,2,Completed,44.63522434553684,-63.93285271320736
BPRES-2024-05449,2024,5,LUCASVILLE,District 14,New Building,New Building,41300.0,0,1,Completed,44.7577949714005,-63.737776099339435
BPRES-2024-05516,2024,5,BEDFORD,District 16,New Building,New Building,795000.0,1,3,Completed,44.70775901559299,-63.726793075727564
BPRES-2024-05571,2024,7,LOWER THREE FATHOM HARBOUR,District 02,Renovation,Renovation,51000.0,1,2,Completed,44.63924798352215,-63.29888735608364
BPRES-2024-05615,2024,5,HAMMONDS PLAINS,District 14,Renovation,Renovation,35500.0,1,2,Expired,44.74783254832363,-63.72436579623511
BPRES-2024-05667,2024,5,WEST CHEZZETCOOK,District 02,New Building,New Building,180000.0,1,1,Completed,44.705510683780574,-63.27029919171416
BPRES-2024-05709,2024,5,HEAD OF JEDDORE,District 02,New Building,New Building,400000.0,1,2,Completed,44.781146806205555,-63.067489208846816
BPRES-2024-05743,2024,5,TANTALLON,District 13,New Building,New Building,650000.0,1,1,Completed,44.650994218271755,-63.897857602320904
BPRES-2024-05767,2024,7,COW BAY,District 03,Renovation,Renovation,30000.0,1,2,Completed,44.62729279080978,-63.42971882091339
BPRES-2024-05792,2024,5,WILLIAMSWOOD,District 11,New Building,New Building,308000.0,1,1,Completed,44.54254955272456,-63.63926874737788
BPRES-2024-05836,2024,6,HALIFAX,District 11,New Building,New Building,900000.0,4,2,Completed,44.62038071363394,-63.620870716578416
BPRES-2024-05897,2024,5,HAMMONDS PLAINS,District 14,Renovation,Renovation,25000.0,1,2,Completed,44.720687021203766,-63.745099127350265
BPRES-2024-05953,2024,5,UPPER TANTALLON,District 13,New Building,New Building,550000.0,1,2,Completed,44.724347917635725,-63.87984916297593
BPRES-2024-06043,2024,5,WEST PORTERS LAKE,District 02,New Building,New Building,281500.0,1,2,Completed,44.69453471507053,-63.31584648437057
BPRES-2024-06151,2024,6,EAST SHIP HARBOUR,District 02,Addition,Addition,150000.0,0,2,Completed,44.78240999198232,-62.81512350567938
BPRES-2024-06208,2024,6,FALL RIVER,District 01,New Building,New Building,575000.0,1,2,Completed,44.838497196795146,-63.64100190591884
BPRES-2024-06264,2024,5,BEDFORD,District 16,New Building,New Building,600000.0,1,2,Completed,44.70802502635097,-63.721234597292785
BPRES-2024-06305,2024,7,HERRING COVE,District 11,New Building,New Building,465000.0,4,2,Completed,44.57899926224019,-63.57814716465411
BPRES-2024-06385,,,HALIFAX,District 11,Renovation,Renovation,,4,3,Withdrawn,44.62447220449004,-63.621924031116016
BPRES-2024-06428,2025,10,HALIFAX,District 07,New Building,New Building,150000.0,1,3,Issued,44.64272375440247,-63.59024767553266
BPRES-2024-06502,2024,6,FLETCHERS LAKE,District 01,New Building,New Building,525000.0,1,1,Completed,44.85196306682062,-63.59602282756372
BPRES-2024-06570,2024,5,EAST LAWRENCETOWN,District 02,Renovation,Renovation,40000.0,0,3,Completed,44.64891114447198,-63.320410130391814
BPRES-2024-06630,2024,6,TIMBERLEA,District 12,New Building,New Building,60000.0,0,1,Expired,44.66496071716993,-63.74858846731932
BPRES-2024-06690,2024,6,COLE HARBOUR,District 04,Renovation,Renovation,80000.0,1,2,Issued,44.678558009798536,-63.48772351371104
BPRES-2024-06713,,,DARTMOUTH,District 06,Renovation,Renovation,50000.0,1,2,Applicant Revisions,44.68527623040888,-63.54154234326203
BPRES-2024-06755,,,LEWIS LAKE,District 13,Renovation,Renovation,500.0,0,1,Cancelled,44.679180040097094,-63.83475272843422
BPRES-2024-06784,2024,6,DARTMOUTH,District 03,New Building,New Building,6000.0,0,1,Expired,44.6375868669991,-63.52535860015254
BPRES-2024-06839,2024,6,HALIFAX,District 10,Renovation,Renovation,3580.0,1,2,Expired,44.65423330545014,-63.63469786084763
BPRES-2024-06853,2024,6,COLE HARBOUR,District 04,Renovation,Renovation,2500.0,0,2,Completed,44.6472331714969,-63.475498330963255
BPRES-2024-06925,2024,6,BEDFORD,District 16,New Building,New Building,725000.0,1,3,Completed,44.70764875266711,-63.724635960281084
BPRES-2024-06990,2024,6,FALL RIVER,District 01,Addition,Addition,30000.0,0,1,Expired,44.81879756828202,-63.588536875609975
BPRES-2024-07069,2024,8,MUSHABOOM,District 02,New Building,New Building,19000.0,0,1,Completed,44.857278730786064,-62.555589425344195
BPRES-2024-07119,2024,8,PORTERS LAKE,District 02,New Building,New Building,66500.0,0,2,Issued,44.7636052059916,-63.338387419400405
BPRES-2024-07189,2024,6,MIDDLE SACKVILLE,District 14,Addition,Addition,70000.0,0,1,Completed,44.79816565854289,-63.71761751761311
BPRES-2024-07248,2024,7,HEAD OF CHEZZETCOOK,District 02,New Building,New Building,663000.0,1,1,Completed,44.75592696522071,-63.227650297909456
BPRES-2024-07296,2024,6,HALIFAX,District 11,New Building,New Building,400000.0,2,2,Completed,44.586134623797626,-63.58884861371438
BPRES-2024-07325,2024,7,MIDDLE MUSQUODOBOIT,District 01,New Building,New Building,99000.0,0,2,Issued,44.99814375222328,-63.186106598503116
BPRES-2024-07429,2024,6,DARTMOUTH,District 06,New Building,New Building,350000.0,1,2,Completed,44.71449511052516,-63.54390316022041
BPRES-2024-07519,2024,7,HALIFAX,District 10,Renovation,Renovation,150000.0,1,1,Completed,44.672120720449136,-63.652056485319
BPRES-2024-07559,2024,6,PROSPECT,District 13,New Building,New Building,18000.0,0,1,Completed,44.50540085638781,-63.79831346133154
BPRES-2024-07630,2024,6,HALIFAX,District 07,New Building,New Building,1400000.0,1,3,Amendment Applicant Revisions,44.63437632601096,-63.57775232446708
BPRES-2024-07693,,,HAMMONDS PLAINS,District 14,New Building,New Building,10000.0,0,1,Applicant Revisions,44.72852449123733,-63.813804493638145
BPRES-2024-07733,2024,10,WHITES LAKE,District 13,New Building,New Building,340000.0,2,2,Issued,44.54371492641227,-63.737531796105976
BPRES-2024-07892,2025,7,WILLIAMSWOOD,District 11,New Building,New Building,760000.0,2,2,Issued,44.541868840000255,-63.64311875609261
BPRES-2024-07932,2024,6,HALIFAX,District 11,New Building,New Building,270000.0,1,2,Issued,44.610031167828154,-63.60426783502995
BPRES-2024-08060,2024,8,DARTMOUTH,District 06,New Building,New Building,18000.0,0,1,Completed,44.680457171464305,-63.51669712079726
BPRES-2024-08097,2024,6,BEDFORD,District 16,New Building,New Building,360000.0,1,3,Completed,44.70707546665924,-63.72357399084101
BPRES-2024-08165,,,NORTH PRESTON,District 04,New Building,New Building,500.0,0,1,Application Incomplete,44.74300046967962,-63.467916882662216
BPRES-2024-08243,2024,9,DARTMOUTH,District 06,Addition,Addition,5000.0,0,1,Issued,44.67896164878052,-63.52533652744509
BPRES-2024-08299,2024,7,DARTMOUTH,District 06,Renovation,Renovation,50000.0,1,2,Completed,44.67783975379909,-63.51949119724496
BPRES-2024-08323,2024,7,DUTCH SETTLEMENT,District 01,New Building,New Building,300000.0,1,1,Completed,44.98953200826701,-63.45729993366595
BPRES-2024-08357,2024,7,PORTERS LAKE,District 02,New Building,New Building,28000.0,0,1,Completed,44.75557518148144,-63.287551307333686
BPRES-2024-08401,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.60075732524088,-63.603240529019956
BPRES-2024-08408,2024,7,HALIFAX,District 11,New Building,New Building,,4,3,Completed,44.60061888331862,-63.60337474688588
BPRES-2024-08414,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.6018528295895,-63.60340999878258
BPRES-2024-08416,2024,7,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.60167094152819,-63.60334392308919
BPRES-2024-08459,2024,7,TIMBERLEA,District 12,New Building,New Building,300000.0,1,2,Completed,44.64419764193566,-63.72392645357534
BPRES-2024-08549,2024,7,HALIFAX,District 08,Renovation,Renovation,25000.0,0,2,Issued,44.659880328039606,-63.59777114449185
BPRES-2024-08605,2024,12,DARTMOUTH,District 03,Renovation,Renovation,36000.0,1,1,Completed,44.66556973546304,-63.540646619859395
BPRES-2024-08637,2024,7,BEDFORD,District 16,New Building,New Building,450000.0,1,3,Completed,44.70834234116585,-63.72017522812136
BPRES-2024-08647,2024,7,BEDFORD,District 16,New Building,New Building,450000.0,1,3,Completed,44.70831155127465,-63.72005184869372
BPRES-2024-08725,2024,7,MIDDLE SACKVILLE,District 14,New Building,New Building,18000.0,0,1,Completed,44.787161734709414,-63.701084885375614
BPRES-2024-08863,2024,7,MIDDLE SACKVILLE,District 14,New Building,New Building,75000.0,0,2,Issued,44.81025992051826,-63.714433988496985
BPRES-2024-09054,2024,7,DARTMOUTH,District 05,Renovation,Renovation,25000.0,0,2,Issued,44.68368879429896,-63.5789927544989
BPRES-2024-09068,2024,7,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Issued,44.601441037758974,-63.602831897968166
BPRES-2024-09076,2024,8,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Completed,44.60228993117769,-63.603290904600534
BPRES-2024-09088,2024,7,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Issued,44.602133467432225,-63.60302803868561
BPRES-2024-09190,2024,9,LOWER SACKVILLE,District 15,Renovation,Renovation,37000.0,1,1,Completed,44.78763078815089,-63.688604055683086
BPRES-2024-09320,,,HALIFAX,District 09,Renovation,Renovation,30000.0,1,1,Applicant Revisions,44.65479980296792,-63.60587767475154
BPRES-2024-09384,,,FLETCHERS LAKE,District 01,Renovation,Renovation,1.0,0,1,Application Incomplete,44.83914968313685,-63.60712074589603
BPRES-2024-09457,2024,7,DARTMOUTH,District 06,New Building,New Building,600000.0,1,3,Completed,44.7136238194631,-63.54387691841762
BPRES-2024-09499,2024,10,MUSQUODOBOIT HARBOUR,District 02,New Building,New Building,115000.0,0,2,Issued,44.779815181779014,-63.15804643737395
BPRES-2024-09588,2025,8,BEAVER BANK,District 15,Renovation,Renovation,20000.0,1,1,Issued,44.823989905423545,-63.6800704150586
BPRES-2024-09678,2024,8,WILLIAMSWOOD,District 11,Renovation,Renovation,40000.0,1,2,Completed,44.53697345387689,-63.641077315937736
BPRES-2024-09740,2024,10,HAMMONDS PLAINS,District 14,New Building,New Building,1500.0,0,1,Completed,44.72392189350663,-63.83632150982576
BPRES-2024-09771,2024,9,PLEASANT VALLEY,District 01,Addition,Addition,110000.0,0,1,Completed,45.04924290157485,-62.81993216647621
BPRES-2024-09830,2024,8,UPPER TANTALLON,District 13,New Building,New Building,125000.0,1,1,Completed,44.69219268464641,-63.86723532731291
