county,waterbody,waterbody_type,species,stocking_year,stocking_events,fish_released,avg_length_cm,avg_weight_g
Annapolis,RUMSEY,Lake,Rainbow Trout,1976,2,3619,15.45,49.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1977,1,476,26.8,227.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1978,3,5005,19.7,138.67
Annapolis,RUMSEY,Lake,Rainbow Trout,1981,2,6608,16.4,80.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1982,3,8256,18.6,104.33
Annapolis,RUMSEY,Lake,Rainbow Trout,1983,1,2957,13.3,32.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1984,2,8896,16.55,79.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1985,2,4450,23.6,145.5
Annapolis,RUMSEY,Lake,Rainbow Trout,1986,3,9079,20.17,110.67
Annapolis,RUMSEY,Lake,Rainbow Trout,1987,2,4300,18.5,70.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1988,2,3200,21.05,127.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1989,1,2040,28.0,134.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1990,2,1860,26.5,176.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1991,2,3824,25.0,175.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1992,3,3200,27.0,245.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1993,4,10200,22.7,131.25
Annapolis,RUMSEY,Lake,Rainbow Trout,1994,2,3620,26.65,206.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1995,2,2760,29.5,260.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1996,2,4136,25.0,187.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1997,2,5800,30.0,250.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1998,1,3330,25.0,222.0
Annapolis,RUMSEY,Lake,Rainbow Trout,1999,1,2664,27.0,270.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2000,1,2240,25.0,250.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2001,1,2664,26.0,270.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2002,1,3024,25.0,179.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2003,1,2880,25.0,250.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2004,2,6186,25.5,232.5
Annapolis,RUMSEY,Lake,Rainbow Trout,2005,1,3024,25.0,238.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2006,1,3384,24.0,213.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2007,1,3600,26.0,200.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2008,1,2517,26.0,286.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2009,1,3855,25.0,192.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2010,1,2590,29.0,283.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2012,1,2448,26.5,294.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2013,1,2150,30.0,323.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2015,1,3024,27.5,238.1
Annapolis,RUMSEY,Lake,Rainbow Trout,2019,1,2640,22.0,182.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2020,1,3000,24.0,200.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2022,1,1600,26.8,182.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2023,1,1274,26.4,204.08
Annapolis,RUMSEY,Lake,Rainbow Trout,2024,1,1600,28.3,250.0
Annapolis,RUMSEY,Lake,Rainbow Trout,2025,1,1500,26.2,200.0
Annapolis,SAND,Lake,Brook Trout,1979,1,1650,12.1,17.0
Annapolis,SAND,Lake,Brook Trout,1980,1,2002,15.1,54.0
Annapolis,SAND,Lake,Brook Trout,1983,1,1696,14.6,34.0
Annapolis,SAND,Lake,Brook Trout,1984,1,1359,13.6,28.0
Annapolis,SAND,Lake,Brook Trout,1985,1,498,14.1,31.0
Annapolis,SAND,Lake,Brook Trout,1986,1,999,15.1,37.0
Annapolis,SAND,Lake,Brook Trout,1988,2,1550,20.95,91.0
Annapolis,SAND,Lake,Brook Trout,1989,3,2250,20.67,119.0
Annapolis,SAND,Lake,Brook Trout,1990,4,2050,21.13,137.0
Annapolis,SAND,Lake,Brook Trout,1991,2,1500,21.0,101.5
Annapolis,SAND,Lake,Brook Trout,1992,2,1700,21.0,110.0
Annapolis,SAND,Lake,Brook Trout,1993,2,2000,20.0,96.0
Annapolis,SAND,Lake,Brook Trout,1994,2,3000,21.0,125.0
Annapolis,SAND,Lake,Brook Trout,1995,2,1732,22.0,123.5
Annapolis,SAND,Lake,Brook Trout,1996,1,1050,25.5,200.0
Annapolis,SAND,Lake,Brook Trout,1997,2,3712,21.0,113.0
Annapolis,SAND,Lake,Brook Trout,1998,2,2460,21.0,112.5
Annapolis,SAND,Lake,Brook Trout,1999,2,4100,23.0,112.5
Annapolis,SAND,Lake,Brook Trout,2000,1,1333,20.0,75.0
Annapolis,SAND,Lake,Brook Trout,2001,2,2600,23.5,150.0
Annapolis,SAND,Lake,Brook Trout,2002,2,3180,21.0,112.5
Annapolis,SAND,Lake,Brook Trout,2003,2,2880,22.5,135.0
Annapolis,SAND,Lake,Brook Trout,2004,2,3207,23.5,137.5
Annapolis,SAND,Lake,Brook Trout,2005,2,2807,22.5,150.0
Annapolis,SAND,Lake,Brook Trout,2006,1,1500,25.0,100.0
Annapolis,SAND,Lake,Brook Trout,2008,2,2000,20.0,100.0
Annapolis,SAND,Lake,Brook Trout,2009,1,1200,20.0,100.0
Annapolis,SAND,Lake,Brook Trout,2010,1,1000,20.0,100.0
Annapolis,SAND,Lake,Brook Trout,2011,1,1000,20.0,100.0
Annapolis,SAND,Lake,Brook Trout,2019,1,500,29.5,200.0
Annapolis,SAND,Lake,Brook Trout,2020,1,460,27.0,177.0
Annapolis,SAND,Lake,Brook Trout,2021,1,350,26.1,169.9
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1976,1,1006,16.5,54.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1977,2,1501,16.6,58.5
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1978,1,450,22.8,149.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1985,1,999,14.1,31.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1986,1,2001,15.1,37.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1987,1,850,14.0,27.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1989,4,4500,18.68,95.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1990,3,2800,17.5,88.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1991,1,1500,20.0,91.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1992,1,1000,21.0,110.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1993,2,4930,16.0,57.5
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1994,1,1000,21.0,125.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1995,4,4770,20.25,104.25
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1996,1,490,23.0,145.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1997,3,9110,17.33,72.33
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1998,2,3500,18.75,75.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,1999,2,4560,18.25,72.5
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2000,1,2000,20.0,100.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2001,1,800,24.0,175.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2002,2,1060,21.0,112.5
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2003,2,2114,22.5,135.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2004,2,1405,25.0,150.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2005,3,3737,21.67,125.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2006,1,1400,20.0,100.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2008,1,1000,20.0,100.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2010,1,1000,20.0,100.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2019,1,1000,13.5,43.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2020,1,440,28.0,335.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2021,1,1000,13.0,55.0
Annapolis,SANDY BOTTOM,Lake,Brook Trout,2025,1,1000,15.0,50.0
Annapolis,SCRAG,Lake,Brook Trout,1999,1,1500,22.0,100.0
Annapolis,SCRAG,Lake,Brook Trout,2000,1,1200,18.0,50.0
Annapolis,SCRAG,Lake,Brook Trout,2002,1,1120,22.0,135.0
Annapolis,SHANNON,Lake,Brook Trout,2019,1,400,27.5,278.0
Annapolis,SHANNON,Lake,Brown Trout,1997,1,15280,7.8,5.0
Annapolis,SHANNON,Lake,Brown Trout,2000,1,1500,10.0,20.0
Annapolis,SHANNON,Lake,Brown Trout,2001,1,3000,10.0,15.0
Annapolis,SHANNON,Lake,Brown Trout,2004,2,8750,13.0,33.0
Annapolis,SHANNON,Lake,Brown Trout,2006,2,10000,15.0,50.0
Annapolis,SHANNON,Lake,Brown Trout,2008,1,2500,10.0,12.0
Annapolis,SHANNON,Lake,Brown Trout,2009,1,4000,10.0,20.0
Annapolis,SHANNON,Lake,Brown Trout,2010,1,2000,10.0,20.0
Annapolis,SHANNON,Lake,Brown Trout,2011,1,1500,12.5,30.0
Annapolis,SHANNON,Lake,Brown Trout,2020,1,2500,12.5,30.0
Annapolis,SHANNON,Lake,Brown Trout,2021,1,2500,12.7,40.0
Annapolis,SLOKUM,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,SLOKUM,Brook,Brook Trout,1990,1,500,12.5,22.0
Annapolis,SLOKUM,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,SLOKUM,Brook,Brook Trout,1993,1,550,15.5,64.0
Annapolis,SLOKUM,Brook,Brook Trout,1998,2,20000,4.0,
Annapolis,SMALL STONEY,Lake,Brook Trout,1993,1,2200,15.0,45.0
Annapolis,SMALL STONEY,Lake,Brook Trout,1994,1,2383,16.5,48.0
Annapolis,SMALL STONEY,Lake,Brook Trout,1995,1,2950,19.0,81.0
Annapolis,SMALL STONEY,Lake,Brook Trout,1999,1,1000,22.0,100.0
Annapolis,SMALL STONEY,Lake,Brook Trout,2000,1,665,20.0,75.0
Annapolis,SPECTACLE 1,Lake,Brook Trout,2019,1,750,28.5,290.0
Annapolis,SPECTACLE 1,Lake,Brook Trout,2022,1,350,26.5,160.0
Annapolis,SPECTACLE 1,Lake,Brook Trout,2024,1,400,26.0,220.0
Annapolis,SPECTACLE 1,Lake,Brook Trout,2025,1,400,30.0,226.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1988,1,500,21.6,91.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1989,2,1350,20.0,114.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1990,4,2000,21.13,137.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1991,1,1000,20.0,91.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1992,1,1500,21.0,110.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1993,1,1000,22.0,101.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1994,2,1125,31.0,571.5
Annapolis,SPRINGFIELD,Lake,Brook Trout,1995,2,1030,31.0,568.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1996,1,1260,24.0,167.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,1997,2,1550,31.0,562.5
Annapolis,SPRINGFIELD,Lake,Brook Trout,1998,4,4840,25.5,322.93
Annapolis,SPRINGFIELD,Lake,Brook Trout,1999,2,1550,32.0,562.5
Annapolis,SPRINGFIELD,Lake,Brook Trout,2000,1,1250,22.0,125.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2001,1,1200,24.0,175.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2003,1,1428,25.0,150.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2004,1,1407,25.0,150.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2005,1,1400,25.0,200.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2006,1,2100,20.0,100.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2008,2,2500,20.0,100.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2009,1,1000,20.0,100.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2010,1,1000,20.0,100.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2019,1,500,29.0,295.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2021,1,400,28.0,190.0
Annapolis,SPRINGFIELD,Lake,Brook Trout,2023,1,300,25.4,180.0
Annapolis,TROUT,Lake,Brook Trout,1976,1,1006,16.5,54.0
Annapolis,TROUT,Lake,Brook Trout,1977,1,1749,13.5,34.0
Annapolis,TROUT,Lake,Brook Trout,1978,1,450,22.8,149.0
Annapolis,TROUT,Lake,Brook Trout,1980,1,2001,15.0,57.0
Annapolis,TROUT,Lake,Brook Trout,1986,2,5804,17.25,58.5
Annapolis,TROUT,Lake,Brook Trout,1987,2,5485,15.35,43.5
Annapolis,TROUT,Lake,Brook Trout,1988,3,3900,18.63,70.67
Annapolis,TROUT,Lake,Brook Trout,1989,4,4350,19.13,103.75
Annapolis,TROUT,Lake,Brook Trout,1990,5,4000,19.4,114.0
Annapolis,TROUT,Lake,Brook Trout,1991,1,750,20.0,91.0
Annapolis,TROUT,Lake,Brook Trout,1992,2,1500,21.0,110.0
Annapolis,TROUT,Lake,Brook Trout,1993,1,500,20.0,91.0
Annapolis,TROUT,Lake,Brook Trout,1994,2,1500,21.5,134.0
Annapolis,TROUT,Lake,Brook Trout,1995,1,616,22.0,111.0
Annapolis,TROUT,Lake,Brook Trout,1996,1,910,24.0,154.0
Annapolis,TROUT,Lake,Brook Trout,1997,1,1680,20.0,83.0
Annapolis,TROUT,Lake,Brook Trout,1998,2,3100,20.0,83.35
Annapolis,TROUT,Lake,Brook Trout,1999,1,750,22.0,100.0
Annapolis,TROUT,Lake,Brook Trout,2000,1,1200,18.0,50.0
Annapolis,TROUT,Lake,Brook Trout,2001,1,1120,23.0,125.0
Annapolis,TROUT,Lake,Brook Trout,2002,1,560,22.0,125.0
Annapolis,TROUT,Lake,Brook Trout,2003,2,2359,22.5,150.0
Annapolis,TROUT,Lake,Brook Trout,2005,1,933,22.5,150.0
Annapolis,TROUT,Lake,Brook Trout,2006,1,1400,20.0,100.0
Annapolis,TROUT,Lake,Brook Trout,2008,1,1000,20.0,100.0
Annapolis,TROUT,Lake,Brook Trout,2010,1,1000,20.0,100.0
Annapolis,TROUT,Lake,Brook Trout,2011,1,1000,20.0,100.0
Annapolis,TROUT,Lake,Brook Trout,2019,1,700,13.5,43.0
Annapolis,TROUT,Lake,Brook Trout,2020,2,1940,19.95,103.5
Annapolis,TROUT,Lake,Brook Trout,2021,1,350,25.9,177.2
Annapolis,TROUT,Lake,Brook Trout,2022,1,400,26.5,160.0
Annapolis,TROUT,Lake,Brook Trout,2023,1,300,25.4,180.0
Annapolis,TROUT,Lake,Brook Trout,2025,1,400,30.0,226.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1988,2,525,20.95,91.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1989,2,1000,20.0,102.5
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1990,3,1530,20.83,132.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1991,2,1000,21.0,101.5
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1992,2,1350,20.5,100.5
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1993,1,500,20.0,91.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1994,1,750,21.0,125.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,1998,1,800,22.0,125.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2000,1,750,22.0,125.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2001,1,1120,23.0,125.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2002,1,560,22.0,125.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2003,1,952,22.5,150.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2004,1,1000,22.0,125.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2005,1,933,22.5,150.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2006,1,1400,20.0,100.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2008,1,1500,12.5,35.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2011,1,1000,12.5,30.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2022,1,1100,12.7,30.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2023,1,1000,12.7,28.0
Annapolis,UPPER WRIGHTS,Lake,Brook Trout,2024,1,600,12.7,30.0
Annapolis,WALKER,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,WAMBOLDT,Lake,Brook Trout,1976,1,502,17.7,59.0
Annapolis,WAMBOLDT,Lake,Brook Trout,1977,1,502,17.0,63.0
Annapolis,WAMBOLDT,Lake,Brook Trout,1978,1,502,22.5,161.0
Annapolis,WAMBOLDT,Lake,Brook Trout,1980,1,2002,15.1,54.0
Annapolis,WAMBOLDT,Lake,Brook Trout,1989,1,1000,15.0,38.0
Annapolis,WATERLOO,Lake,Brook Trout,1976,1,503,16.5,54.0
Annapolis,WATERLOO,Lake,Brook Trout,1977,1,1749,13.5,34.0
Annapolis,WATERLOO,Lake,Brook Trout,1980,1,2001,15.0,57.0
Annapolis,WATERLOO,Lake,Brook Trout,1989,2,1350,20.0,114.0
Annapolis,WATERLOO,Lake,Brook Trout,1990,4,2000,21.13,137.0
Annapolis,WATERLOO,Lake,Brook Trout,1991,1,500,20.0,91.0
Annapolis,WATERLOO,Lake,Brook Trout,1992,1,750,21.0,110.0
Annapolis,WATERLOO,Lake,Brown Trout,1993,1,1005,14.2,32.0
Annapolis,WATERLOO,Lake,Brown Trout,1996,1,5760,11.2,16.0
Annapolis,WATERLOO,Lake,Brown Trout,1997,1,15280,7.8,5.0
Annapolis,WATERLOO,Lake,Brown Trout,2000,1,1500,10.0,20.0
Annapolis,WATERLOO,Lake,Brown Trout,2001,1,3000,10.0,15.0
Annapolis,WATERLOO,Lake,Brown Trout,2004,1,3750,11.0,16.0
Annapolis,WATERLOO,Lake,Brown Trout,2008,1,2500,10.0,12.0
Annapolis,WISWALL,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,WISWALL,Brook,Brook Trout,1990,1,500,12.5,22.0
Annapolis,WISWALL,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,WISWALL,Brook,Brook Trout,1993,1,500,16.7,57.0
Annapolis,WORCESTER,Brook,Brook Trout,1991,1,1000,12.0,18.0
Annapolis,WORCESTER,Brook,Brook Trout,1993,1,500,15.0,45.0
Annapolis,WORCESTER,Brook,Brook Trout,1998,1,25000,6.0,1.0
Annapolis,YOUNGS,Lake,Brook Trout,1979,1,452,12.1,17.0
Annapolis,YOUNGS,Lake,Brook Trout,1980,1,499,12.6,26.0
Annapolis,YOUNGS,Lake,Brook Trout,1981,1,713,9.8,11.0
Annapolis,YOUNGS,Lake,Brook Trout,1988,3,1650,18.63,70.67
Annapolis,YOUNGS,Lake,Brook Trout,1989,4,4000,18.68,95.0
Annapolis,YOUNGS,Lake,Brook Trout,1990,3,1600,20.83,132.0
Annapolis,YOUNGS,Lake,Brook Trout,1991,1,500,20.0,91.0
Annapolis,ZWICKERS,Lake,Brook Trout,1976,1,1006,16.5,54.0
Annapolis,ZWICKERS,Lake,Brook Trout,1977,1,1749,13.5,34.0
Annapolis,ZWICKERS,Lake,Brook Trout,1978,1,450,22.8,149.0
Annapolis,ZWICKERS,Lake,Brook Trout,1980,1,2001,15.0,57.0
Annapolis,ZWICKERS,Lake,Brook Trout,1985,1,1276,16.7,51.0
Annapolis,ZWICKERS,Lake,Brook Trout,1986,2,3500,17.25,58.5
Annapolis,ZWICKERS,Lake,Brook Trout,1987,1,1000,16.7,60.0
Annapolis,ZWICKERS,Lake,Brook Trout,1988,2,1150,20.95,91.0
Annapolis,ZWICKERS,Lake,Brook Trout,1989,3,1850,20.67,126.67
Annapolis,ZWICKERS,Lake,Brook Trout,1990,4,2000,21.13,137.0
Annapolis,ZWICKERS,Lake,Brook Trout,1991,1,750,20.0,91.0
Annapolis,ZWICKERS,Lake,Brook Trout,1992,1,750,21.0,110.0
Annapolis,ZWICKERS,Lake,Brook Trout,1993,1,1000,20.0,91.0
Annapolis,ZWICKERS,Lake,Brook Trout,1994,2,1500,21.5,134.0
Annapolis,ZWICKERS,Lake,Brook Trout,1995,1,918,22.0,111.0
Annapolis,ZWICKERS,Lake,Brook Trout,1996,1,910,24.0,154.0
Annapolis,ZWICKERS,Lake,Brook Trout,1997,1,2000,22.0,125.0
Annapolis,ZWICKERS,Lake,Brook Trout,1998,2,3900,20.0,83.35
Annapolis,ZWICKERS,Lake,Brook Trout,1999,1,2250,22.0,100.0
Annapolis,ZWICKERS,Lake,Brook Trout,2000,1,1200,18.0,50.0
Annapolis,ZWICKERS,Lake,Brook Trout,2001,1,1120,23.0,125.0
Annapolis,ZWICKERS,Lake,Brook Trout,2002,1,1120,22.0,125.0
Annapolis,ZWICKERS,Lake,Brook Trout,2003,1,1407,22.5,150.0
Annapolis,ZWICKERS,Lake,Brook Trout,2005,1,933,22.5,150.0
Annapolis,ZWICKERS,Lake,Brook Trout,2006,1,1400,20.0,100.0
Annapolis,ZWICKERS,Lake,Brook Trout,2008,1,1000,20.0,100.0
Annapolis,ZWICKERS,Lake,Brook Trout,2009,1,750,20.0,100.0
Annapolis,ZWICKERS,Lake,Brook Trout,2010,1,1000,20.0,100.0
Annapolis,ZWICKERS,Lake,Brook Trout,2011,1,1000,20.0,100.0
Annapolis,ZWICKERS,Lake,Brook Trout,2021,1,250,27.0,185.0
Annapolis,ZWICKERS,Lake,Brook Trout,2023,1,300,26.0,190.0
Annapolis,ZWICKERS,Lake,Brook Trout,2024,1,350,26.0,220.0
Annapolis,ZWICKERS,Lake,Brook Trout,2025,1,300,30.0,226.0
Antigonish,BLACK AVON,River,Brook Trout,1976,1,800,12.7,24.0
Antigonish,BLACK AVON,River,Brook Trout,1977,1,975,18.6,66.0
Antigonish,BLACK AVON,River,Brook Trout,1986,1,9989,5.1,1.0
Antigonish,BLACK AVON,River,Brook Trout,1992,1,50000,4.5,
Antigonish,BLACK AVON,River,Brook Trout,1994,1,16490,4.5,1.0
Antigonish,BLACK AVON,River,Brook Trout,1995,1,8100,3.1,1.0
Antigonish,BLACK AVON,River,Brook Trout,1996,1,2500,7.0,4.0
Antigonish,BLACK AVON,River,Brook Trout,1997,1,8000,5.0,2.0
Antigonish,BLACK AVON,River,Brook Trout,2004,1,8500,4.7,1.2
Antigonish,BLACK AVON,River,Brook Trout,2007,1,7500,5.6,2.0
Antigonish,BLACK AVON,River,Brook Trout,2008,1,20000,2.7,0.23
Antigonish,BLACK AVON,River,Brook Trout,2021,1,1000,12.7,50.0
Antigonish,BLACK AVON,River,Brook Trout,2025,1,53000,2.7,0.22
Antigonish,BLACK AVON,River,Brown Trout,1992,1,15000,3.5,
Antigonish,BLACK AVON,River,Brown Trout,2014,1,2000,5.0,9.0
Antigonish,BORDENS,Lake,Brook Trout,1976,1,888,15.6,47.0
Antigonish,BORDENS,Lake,Brook Trout,1979,1,1791,11.6,21.0
Antigonish,BORDENS,Lake,Brook Trout,1980,2,4106,10.5,27.0
Antigonish,BORDENS,Lake,Brook Trout,1981,1,1020,13.5,25.0
Antigonish,BORDENS,Lake,Brook Trout,1982,1,1028,15.0,47.0
Antigonish,BORDENS,Lake,Brook Trout,1983,1,1600,10.8,14.0
Antigonish,BORDENS,Lake,Brook Trout,2022,1,2200,11.92,18.18
Antigonish,BOYDS,Lake,Brook Trout,1986,1,900,25.0,151.0
Antigonish,BOYDS,Lake,Brook Trout,1989,1,700,21.5,130.0
Antigonish,BOYDS,Lake,Brook Trout,1990,1,900,20.5,101.0
Antigonish,BOYDS,Lake,Brook Trout,1992,2,970,33.2,804.5
Antigonish,BOYDS,Lake,Brook Trout,1993,2,1140,28.55,528.0
Antigonish,BOYDS,Lake,Brook Trout,1995,2,1200,30.0,545.5
Antigonish,BOYDS,Lake,Brook Trout,1996,1,1664,20.0,96.0
Antigonish,BOYDS,Lake,Brook Trout,1998,1,960,20.0,84.0
Antigonish,BOYDS,Lake,Brook Trout,1999,1,572,21.7,113.6
Antigonish,BOYDS,Lake,Brook Trout,2000,1,1188,21.0,101.0
Antigonish,BOYDS,Lake,Brook Trout,2001,3,1368,27.07,395.0
Antigonish,BOYDS,Lake,Brook Trout,2002,1,430,22.0,116.0
Antigonish,BOYDS,Lake,Brook Trout,2003,3,650,34.0,705.67
Antigonish,BOYDS,Lake,Brook Trout,2004,6,1000,33.5,698.33
Antigonish,BOYDS,Lake,Brook Trout,2005,2,593,31.7,570.5
Antigonish,BOYDS,Lake,Brook Trout,2006,2,601,30.5,552.0
Antigonish,BREENS,Pond,Brook Trout,1998,2,1450,17.0,56.5
Antigonish,BREENS,Pond,Brook Trout,2003,1,522,23.0,115.0
Antigonish,BRIERLY,Brook,Brook Trout,1976,1,800,12.7,24.0
Antigonish,BRIERLY,Brook,Brook Trout,1977,2,1821,16.6,60.5
Antigonish,CAMERON,Lake,Brook Trout,1976,1,800,12.7,24.0
Antigonish,CAMERON,Lake,Brook Trout,1977,5,3690,15.4,52.4
Antigonish,CAMERON,Lake,Brook Trout,1978,2,2800,13.55,31.0
Antigonish,CAMERON,Lake,Brook Trout,1980,1,1200,10.7,11.0
Antigonish,CAMERON,Lake,Brook Trout,1983,2,5757,12.3,20.0
Antigonish,CAMERON,Lake,Brook Trout,1984,2,5033,18.25,67.5
Antigonish,CAMERON,Lake,Brook Trout,1985,1,3124,9.5,9.0
Antigonish,CAMERON,Lake,Brook Trout,1986,3,6700,16.53,63.67
Antigonish,CAMERON,Lake,Brook Trout,1988,4,10400,15.38,45.25
Antigonish,CAMERON,Lake,Brook Trout,1989,4,5090,18.0,266.0
Antigonish,CAMERON,Lake,Brook Trout,1990,4,6700,15.0,39.0
Antigonish,CAMERON,Lake,Brook Trout,1991,1,3000,15.4,41.0
Antigonish,CAMERON,Lake,Brook Trout,1992,5,10852,15.94,48.4
Antigonish,CAMERON,Lake,Brook Trout,1993,3,6000,13.9,29.67
Antigonish,CAMERON,Lake,Brook Trout,1994,2,3410,19.2,81.0
Antigonish,CAMERON,Lake,Brook Trout,1995,1,2330,16.7,52.0
Antigonish,CAMERON,Lake,Brook Trout,1996,3,4822,17.13,64.67
Antigonish,CAMERON,Lake,Brook Trout,1997,3,3755,24.43,373.33
Antigonish,CAMERON,Lake,Brook Trout,1998,2,3960,17.85,53.9
Antigonish,CAMERON,Lake,Brook Trout,1999,2,3090,19.25,87.0
Antigonish,CAMERON,Lake,Brook Trout,2000,1,832,20.0,96.0
Antigonish,CAMERON,Lake,Brook Trout,2001,3,2365,31.0,510.0
Antigonish,CAMERON,Lake,Brook Trout,2002,1,468,23.0,192.0
Antigonish,CAMERON,Lake,Brook Trout,2003,2,250,40.0,1000.0
Antigonish,CAMERON,Lake,Brook Trout,2004,2,300,40.0,1000.0
Antigonish,CAMERON,Lake,Brook Trout,2005,2,925,31.2,562.5
Antigonish,CAMERON,Lake,Brook Trout,2010,1,50,22.9,133.0
