program_type,source_id,county,municipality,community,property_label,housing_authority,units,latitude,longitude
Families,2491,Halifax,Halifax Regional Municipality,Halifax,5476 Sunrise Walk,Metropolitan Regional Housing Authority,1,44.65588926,-63.58853627
Families,2492,Halifax,Halifax Regional Municipality,Halifax,5478 Sunrise Walk,Metropolitan Regional Housing Authority,1,44.65584637,-63.58857859
Families,2493,Halifax,Halifax Regional Municipality,Halifax,5480 Sunrise Walk,Metropolitan Regional Housing Authority,1,44.65580987,-63.58862456
Families,2494,Halifax,Halifax Regional Municipality,Halifax,2398 Brunswick St,Metropolitan Regional Housing Authority,1,44.65557211,-63.58590481
Families,2495,Halifax,Halifax Regional Municipality,Halifax,2402 Brunswick St,Metropolitan Regional Housing Authority,1,44.65564844,-63.58599312
Families,2496,Halifax,Halifax Regional Municipality,Halifax,2404 Brunswick St,Metropolitan Regional Housing Authority,1,44.65572427,-63.58602092
Families,2497,Halifax,Halifax Regional Municipality,Halifax,2406 Brunswick St,Metropolitan Regional Housing Authority,1,44.65575699,-63.5860658
Families,2498,Halifax,Halifax Regional Municipality,Halifax,2408 Brunswick St,Metropolitan Regional Housing Authority,1,44.65578445,-63.58611958
Families,2499,Halifax,Halifax Regional Municipality,Halifax,2410 Brunswick St,Metropolitan Regional Housing Authority,1,44.65581902,-63.58616691
Families,2500,Halifax,Halifax Regional Municipality,Halifax,2412 Brunswick St,Metropolitan Regional Housing Authority,1,44.65585448,-63.58621173
Families,2501,Halifax,Halifax Regional Municipality,Halifax,2400 Brunswick St,Metropolitan Regional Housing Authority,1,44.65561113,-63.58594576
Families,2502,Halifax,Halifax Regional Municipality,Halifax,2414 Brunswick St,Metropolitan Regional Housing Authority,1,44.65588185,-63.58625924
Families,2503,Halifax,Halifax Regional Municipality,Halifax,2438 Brunswick St,Metropolitan Regional Housing Authority,1,44.65616394,-63.58675665
Families,2504,Halifax,Halifax Regional Municipality,Halifax,2442 Brunswick St,Metropolitan Regional Housing Authority,1,44.65626077,-63.58682579
Families,2505,Halifax,Halifax Regional Municipality,Halifax,2440 Brunswick St,Metropolitan Regional Housing Authority,1,44.65619675,-63.58680788
Families,2506,Halifax,Halifax Regional Municipality,Halifax,2444 Brunswick St,Metropolitan Regional Housing Authority,1,44.65629347,-63.58686431
Families,2507,Halifax,Halifax Regional Municipality,Halifax,2446 Brunswick St,Metropolitan Regional Housing Authority,1,44.65632091,-63.58692062
Families,2508,Halifax,Halifax Regional Municipality,Halifax,2448 Brunswick St,Metropolitan Regional Housing Authority,1,44.65636279,-63.58698179
Families,2509,Halifax,Halifax Regional Municipality,Halifax,2450 Brunswick St,Metropolitan Regional Housing Authority,1,44.65639739,-63.58702538
Families,2510,Halifax,Halifax Regional Municipality,Halifax,2452 Brunswick St,Metropolitan Regional Housing Authority,1,44.65643471,-63.58708024
Families,2511,Halifax,Halifax Regional Municipality,Halifax,2454 Brunswick St,Metropolitan Regional Housing Authority,1,44.65646748,-63.58712764
Families,2512,Halifax,Halifax Regional Municipality,Halifax,2456 Brunswick St,Metropolitan Regional Housing Authority,1,44.65649758,-63.5871751
Families,2513,Halifax,Halifax Regional Municipality,Halifax,2458 Brunswick St,Metropolitan Regional Housing Authority,1,44.65653939,-63.58722862
Families,2514,Halifax,Halifax Regional Municipality,Halifax,2460 Brunswick St,Metropolitan Regional Housing Authority,1,44.65657845,-63.58727339
Families,2515,Halifax,Halifax Regional Municipality,Halifax,2401 Gottingen St,Metropolitan Regional Housing Authority,1,44.6548036,-63.58715377
Families,2516,Halifax,Halifax Regional Municipality,Halifax,2403 Gottingen St,Metropolitan Regional Housing Authority,1,44.65484189,-63.58721238
Families,2517,Halifax,Halifax Regional Municipality,Halifax,2405 Gottingen St,Metropolitan Regional Housing Authority,1,44.65487739,-63.58726103
Families,2518,Halifax,Halifax Regional Municipality,Halifax,2407 Gottingen St,Metropolitan Regional Housing Authority,1,44.65490839,-63.58731346
Families,2519,Halifax,Halifax Regional Municipality,Halifax,2409 Gottingen St,Metropolitan Regional Housing Authority,1,44.65495109,-63.58736324
Families,2520,Halifax,Halifax Regional Municipality,Halifax,2411 Gottingen St,Metropolitan Regional Housing Authority,1,44.65498122,-63.58741574
Families,2521,Halifax,Halifax Regional Municipality,Halifax,2413 Gottingen St,Metropolitan Regional Housing Authority,1,44.65501496,-63.5874682
Families,2522,Halifax,Halifax Regional Municipality,Halifax,2417 Gottingen St,Metropolitan Regional Housing Authority,1,44.65507774,-63.58755671
Families,2523,Halifax,Halifax Regional Municipality,Halifax,2419 Gottingen St,Metropolitan Regional Housing Authority,1,44.65510964,-63.5876041
Families,2524,Halifax,Halifax Regional Municipality,Halifax,2421 Gottingen St,Metropolitan Regional Housing Authority,1,44.65514053,-63.58764529
Families,2525,Halifax,Halifax Regional Municipality,Halifax,2439 Gottingen St,Metropolitan Regional Housing Authority,1,44.65534461,-63.58795094
Families,2526,Halifax,Halifax Regional Municipality,Halifax,2441 Gottingen St,Metropolitan Regional Housing Authority,1,44.65537094,-63.5879846
Families,2527,Halifax,Halifax Regional Municipality,Halifax,2443 Gottingen St,Metropolitan Regional Housing Authority,1,44.65539916,-63.58802446
Families,2528,Halifax,Halifax Regional Municipality,Halifax,2445 Gottingen St,Metropolitan Regional Housing Authority,1,44.65542553,-63.58806064
Families,2529,Halifax,Halifax Regional Municipality,Halifax,2447 Gottingen St,Metropolitan Regional Housing Authority,1,44.65545196,-63.58809804
Families,2530,Halifax,Halifax Regional Municipality,Halifax,2449 Gottingen St,Metropolitan Regional Housing Authority,1,44.65548206,-63.58814549
Families,2531,Halifax,Halifax Regional Municipality,Halifax,2451 Gottingen St,Metropolitan Regional Housing Authority,1,44.65551211,-63.58819043
Families,2532,Halifax,Halifax Regional Municipality,Halifax,2453 Gottingen St,Metropolitan Regional Housing Authority,1,44.655543,-63.58823154
Families,2533,Halifax,Halifax Regional Municipality,Halifax,2455 Gottingen St,Metropolitan Regional Housing Authority,1,44.65557307,-63.58827272
Families,2534,Halifax,Halifax Regional Municipality,Halifax,2457 Gottingen St,Metropolitan Regional Housing Authority,1,44.65559585,-63.58830764
Families,2535,Halifax,Halifax Regional Municipality,Halifax,2459 Gottingen St,Metropolitan Regional Housing Authority,1,44.65562589,-63.5883551
Families,2536,Halifax,Halifax Regional Municipality,Halifax,2461 Gottingen St,Metropolitan Regional Housing Authority,1,44.65565603,-63.5884063
Families,2537,Halifax,Halifax Regional Municipality,Halifax,2463 Gottingen St,Metropolitan Regional Housing Authority,1,44.65568604,-63.58844748
Families,2538,Halifax,Halifax Regional Municipality,Halifax,2465 Gottingen St,Metropolitan Regional Housing Authority,1,44.65570528,-63.58849255
Families,2539,Halifax,Halifax Regional Municipality,Halifax,5412 Uniacke St,Metropolitan Regional Housing Authority,1,44.65597503,-63.58642802
Families,2540,Halifax,Halifax Regional Municipality,Halifax,5414 Uniacke St,Metropolitan Regional Housing Authority,1,44.65595017,-63.58647004
Families,2541,Halifax,Halifax Regional Municipality,Halifax,5416 Uniacke St,Metropolitan Regional Housing Authority,1,44.65591621,-63.58650585
Families,2542,Halifax,Halifax Regional Municipality,Halifax,5418 Uniacke St,Metropolitan Regional Housing Authority,1,44.65588415,-63.58654543
Families,2543,Halifax,Halifax Regional Municipality,Halifax,5420 Uniacke St,Metropolitan Regional Housing Authority,1,44.65584577,-63.58658389
Families,2544,Halifax,Halifax Regional Municipality,Halifax,5422 Uniacke St,Metropolitan Regional Housing Authority,1,44.65580336,-63.58668159
Families,2545,Halifax,Halifax Regional Municipality,Halifax,5424 Uniacke St,Metropolitan Regional Housing Authority,1,44.65577131,-63.58673005
Families,2546,Halifax,Halifax Regional Municipality,Halifax,5426 Uniacke St,Metropolitan Regional Housing Authority,1,44.65573755,-63.58678476
Families,2547,Halifax,Halifax Regional Municipality,Halifax,5428 Uniacke St,Metropolitan Regional Housing Authority,1,44.65570825,-63.58683064
Families,2548,Halifax,Halifax Regional Municipality,Halifax,5439 Uniacke St,Metropolitan Regional Housing Authority,1,44.65589295,-63.58719717
Families,2549,Halifax,Halifax Regional Municipality,Halifax,5441 Uniacke St,Metropolitan Regional Housing Authority,1,44.6558609,-63.58723675
Families,2550,Halifax,Halifax Regional Municipality,Halifax,5443 Uniacke St,Metropolitan Regional Housing Authority,1,44.65583157,-63.5872889
Families,2551,Halifax,Halifax Regional Municipality,Halifax,5445 Uniacke St,Metropolitan Regional Housing Authority,1,44.65579498,-63.58732738
Families,2552,Halifax,Halifax Regional Municipality,Halifax,5446 Uniacke St,Metropolitan Regional Housing Authority,1,44.65560837,-63.58694698
Families,2553,Halifax,Halifax Regional Municipality,Halifax,5448 Uniacke St,Metropolitan Regional Housing Authority,1,44.65557906,-63.5869966
Families,2554,Halifax,Halifax Regional Municipality,Halifax,5450 Uniacke St,Metropolitan Regional Housing Authority,1,44.65554438,-63.58704756
Families,2555,Halifax,Halifax Regional Municipality,Halifax,5452 Uniacke St,Metropolitan Regional Housing Authority,1,44.65550602,-63.58709359
Families,2556,Halifax,Halifax Regional Municipality,Halifax,5464 Uniacke St,Metropolitan Regional Housing Authority,1,44.65542253,-63.58723233
Families,2557,Halifax,Halifax Regional Municipality,Halifax,5466 Uniacke St,Metropolitan Regional Housing Authority,1,44.65538885,-63.58729461
Families,2558,Halifax,Halifax Regional Municipality,Halifax,5468 Uniacke St,Metropolitan Regional Housing Authority,1,44.65534508,-63.58733945
Families,2559,Halifax,Halifax Regional Municipality,Halifax,5469 Uniacke St,Metropolitan Regional Housing Authority,1,44.65557552,-63.5876838
Families,2560,Halifax,Halifax Regional Municipality,Halifax,5470 Uniacke St,Metropolitan Regional Housing Authority,1,44.6553068,-63.58739175
Families,2561,Halifax,Halifax Regional Municipality,Halifax,5471 Uniacke St,Metropolitan Regional Housing Authority,1,44.65555061,-63.58771319
Families,2562,Halifax,Halifax Regional Municipality,Halifax,5472 Uniacke St,Metropolitan Regional Housing Authority,1,44.65527022,-63.58742762
Families,2563,Halifax,Halifax Regional Municipality,Halifax,5473 Uniacke St,Metropolitan Regional Housing Authority,1,44.65550968,-63.58777182
Families,2564,Halifax,Halifax Regional Municipality,Halifax,5475 Uniacke St,Metropolitan Regional Housing Authority,1,44.65547856,-63.58782029
Families,2565,Halifax,Halifax Regional Municipality,Halifax,2414 Creighton St,Metropolitan Regional Housing Authority,1,44.65427998,-63.58874939
Families,2566,Halifax,Halifax Regional Municipality,Halifax,2416 Creighton St,Metropolitan Regional Housing Authority,1,44.65430913,-63.58878926
Families,2567,Halifax,Halifax Regional Municipality,Halifax,2418 Creighton St,Metropolitan Regional Housing Authority,1,44.65434002,-63.58882785
Families,2568,Halifax,Halifax Regional Municipality,Halifax,2420 Creighton St,Metropolitan Regional Housing Authority,1,44.65436932,-63.58889549
Families,2569,Halifax,Halifax Regional Municipality,Halifax,2422 Creighton St,Metropolitan Regional Housing Authority,1,44.65439576,-63.58893167
Families,2570,Halifax,Halifax Regional Municipality,Halifax,2424 Creighton St,Metropolitan Regional Housing Authority,1,44.65444471,-63.588975
Families,2571,Halifax,Halifax Regional Municipality,Halifax,2425 Creighton St,Metropolitan Regional Housing Authority,1,44.65470831,-63.5887389
Families,2572,Halifax,Halifax Regional Municipality,Halifax,2426 Creighton St,Metropolitan Regional Housing Authority,1,44.65446475,-63.58901128
Families,2573,Halifax,Halifax Regional Municipality,Halifax,2427 Creighton St,Metropolitan Regional Housing Authority,1,44.65473403,-63.58869812
Families,2574,Halifax,Halifax Regional Municipality,Halifax,2429 Creighton St,Metropolitan Regional Housing Authority,1,44.65476619,-63.58866107
Families,2575,Halifax,Halifax Regional Municipality,Halifax,2431 Creighton St,Metropolitan Regional Housing Authority,1,44.65480545,-63.58862392
Families,2576,Halifax,Halifax Regional Municipality,Halifax,2433 Creighton St,Metropolitan Regional Housing Authority,1,44.6548384,-63.58858053
Families,2577,Halifax,Halifax Regional Municipality,Halifax,2435 Creighton St,Metropolitan Regional Housing Authority,1,44.6548731,-63.58852444
Families,2578,Halifax,Halifax Regional Municipality,Halifax,2436 Creighton St,Metropolitan Regional Housing Authority,1,44.65458226,-63.5891847
Families,2579,Halifax,Halifax Regional Municipality,Halifax,2437 Creighton St,Metropolitan Regional Housing Authority,1,44.65481482,-63.58889104
Families,2580,Halifax,Halifax Regional Municipality,Halifax,2438 Creighton St,Metropolitan Regional Housing Authority,1,44.65460692,-63.58922714
Families,2581,Halifax,Halifax Regional Municipality,Halifax,2439 Creighton St,Metropolitan Regional Housing Authority,1,44.654843,-63.58892846
Families,2582,Halifax,Halifax Regional Municipality,Halifax,2440 Creighton St,Metropolitan Regional Housing Authority,1,44.65463601,-63.58926709
Families,2583,Halifax,Halifax Regional Municipality,Halifax,2441 Creighton St,Metropolitan Regional Housing Authority,1,44.65487218,-63.58897338
Families,2584,Halifax,Halifax Regional Municipality,Halifax,2442 Creighton St,Metropolitan Regional Housing Authority,1,44.65466697,-63.58931577
Families,2585,Halifax,Halifax Regional Municipality,Halifax,2443 Creighton St,Metropolitan Regional Housing Authority,1,44.65490572,-63.58900687
Families,2586,Halifax,Halifax Regional Municipality,Halifax,2444 Creighton St,Metropolitan Regional Housing Authority,1,44.65470246,-63.58936434
Families,2587,Halifax,Halifax Regional Municipality,Halifax,2446 Creighton St,Metropolitan Regional Housing Authority,1,44.65472258,-63.5893981
Families,2588,Halifax,Halifax Regional Municipality,Halifax,2448 Creighton St,Metropolitan Regional Housing Authority,1,44.65475349,-63.58944426
Families,2589,Halifax,Halifax Regional Municipality,Halifax,2450 Creighton St,Metropolitan Regional Housing Authority,1,44.65478893,-63.58948281
Families,2590,Halifax,Halifax Regional Municipality,Halifax,2313 Gottingen St,Metropolitan Regional Housing Authority,95,44.65447875,-63.58636832
Families,2591,Halifax,Halifax Regional Municipality,Halifax,2415 Gottingen St,Metropolitan Regional Housing Authority,1,44.6550468,-63.58751437
Families,2592,Halifax,Halifax Regional Municipality,Halifax,112 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60031385,-63.61168187
Families,2593,Halifax,Halifax Regional Municipality,Halifax,113 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60050338,-63.61220797
Families,2594,Halifax,Halifax Regional Municipality,Halifax,114 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60026997,-63.61170395
Families,2595,Halifax,Halifax Regional Municipality,Halifax,115 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60046682,-63.61225014
Families,2596,Halifax,Halifax Regional Municipality,Halifax,116 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60021789,-63.61172488
Families,2597,Halifax,Halifax Regional Municipality,Halifax,117 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60040086,-63.6123343
Families,2598,Halifax,Halifax Regional Municipality,Halifax,120 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60015199,-63.61180896
Families,2599,Halifax,Halifax Regional Municipality,Halifax,122 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60011537,-63.61185113
Families,2600,Halifax,Halifax Regional Municipality,Halifax,121 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60035635,-63.61239664
Families,2601,Halifax,Halifax Regional Municipality,Halifax,123 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60030555,-63.61246046
Families,2602,Halifax,Halifax Regional Municipality,Halifax,124 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60007179,-63.61191356
Families,2603,Halifax,Halifax Regional Municipality,Halifax,125 Greystone Dr,Metropolitan Regional Housing Authority,1,44.60025366,-63.61250157
Families,2604,Halifax,Halifax Regional Municipality,Halifax,130 Greystone Dr,Metropolitan Regional Housing Authority,1,44.599911,-63.61218678
Families,2605,Halifax,Halifax Regional Municipality,Halifax,134 Greystone Dr,Metropolitan Regional Housing Authority,1,44.59983157,-63.61226861
