"datasetname","monitoringlocationid","monitoringlocationname","monitoringlocationtype","activitytype","activitymedianame","activitystartdate","activitystarttime","activitydepthheightmeasure","activitydepthheightunit","samplecollectionequipmentname","characteristicname","methodspeciation","resultsamplefraction","resultvalue","resultunit","resultvaluetype","resultdetectioncondition","resultdetectionquantitationlimitmeasure","resultdetectionquantitationlimitunit","resultdetectionquantitationlimittype","resultstatusid","resultcomment","laboratoryname","laboratorysampleid","monitoringlocationwaterbody"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2024-12-16T00:00:00.000","13:00","-0.3","m","Water Bottle","Thallium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001064184","Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2024-12-16T00:00:00.000","13:00","-0.3","m","Water Bottle","Tin",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001064184","Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2024-12-16T00:00:00.000","13:00","-0.3","m","Water Bottle","Titanium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001064184","Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2024-12-16T00:00:00.000","13:00","-0.3","m","Water Bottle","Uranium",,"Dissolved","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001064184","Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2024-12-16T00:00:00.000","13:00","-0.3","m","Water Bottle","Vanadium",,"Dissolved","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001064184","Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2024-12-16T00:00:00.000","13:00","-0.3","m","Water Bottle","Zinc",,"Dissolved","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001064184","Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DL0009","KELLEYRIVER-0M","River/Stream","Sample-Routine","Surface Water","2024-12-16T00:00:00.000","13:00","-0.3","m","Water Bottle","Organic Carbon",,"Dissolved","9.4","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8001064185","Kelley River at Eight Mile Ford"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Probe/Sensor","Temperature, water",,,"6.77","deg C","Actual",,,,,"Preliminary",,,,"South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"11.83","mg/l","Actual",,,,,"Preliminary",,,,"South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Probe/Sensor","Dissolved oxygen saturation",,,"96.9","%","Actual",,,,,"Preliminary",,,,"South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Probe/Sensor","pH",,,"7.24","none","Actual",,,,,"Preliminary",,,,"South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Probe/Sensor","Conductivity",,,"108.8","umhos/cm","Actual",,,,,"Preliminary",,,,"South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Probe/Sensor","Turbidity",,,,"NTU","Actual",,,,,"Preliminary",,,,"South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Aluminium",,"Total","122","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Antimony",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Arsenic",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Barium",,"Total","24","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Beryllium",,"Total","0.4","ug/l","Actual","Below Detection Limit/Quantification Limit","0.4","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Boron",,"Total","20","ug/l","Actual","Below Detection Limit/Quantification Limit","20","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Cadmium",,"Total","1","ug/l","Actual","Below Detection Limit/Quantification Limit","1","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Calcium",,"Total","9.4","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Chromium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Cobalt",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Copper",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Iron",,"Total","91","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Lead",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Magnesium",,"Total","1.3","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2023-05-03T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"12.11","mg/l","Actual",,,,,"Preliminary",,,,"Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Manganese",,"Total","12","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Molybdenum",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Nickel",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Potassium",,"Total","0.6","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Selenium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Silver",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Sodium",,"Total","10.9","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Strontium",,"Total","75","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Thallium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Tin",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Titanium",,"Total","2","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Uranium",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Vanadium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Zinc",,"Total","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0003","SWMARGAREE-0M","River/Stream","Sample-Routine","Surface Water","2024-11-27T00:00:00.000","10:10","-0.3","m","Water Bottle","Total Hardness","as CaCO3",,"28.8","mg/l","Calculated",,,,,"Preliminary",,"NS Health Authority","8001061883","South West Magaree River near Upper Margaree"
